gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000058353	AABR07058410.3	ensembl	lincRNA
ENSRNOG00000007795	AABR07058410.1	ensembl	pseudogene
ENSRNOG00000057747	U4	ensembl	snRNA
ENSRNOG00000007628	Ptp4a3	ensembl	protein_coding
ENSRNOG00000032827	AABR07058412.1	ensembl	protein_coding
ENSRNOG00000059713	AABR07058412.3	ensembl	lincRNA
ENSRNOG00000054589	AABR07058412.2	ensembl	lincRNA
ENSRNOG00000037401	AABR07058413.1	ensembl	processed_pseudogene
ENSRNOG00000049202	5S_rRNA	ensembl	rRNA
ENSRNOG00000056933	AABR07058420.1	ensembl	lincRNA
ENSRNOG00000029450	AABR07058422.1	ensembl_havana	processed_transcript
ENSRNOG00000051088	LOC102550505	havana	lincRNA
ENSRNOG00000005382	AABR07058423.1	ensembl_havana	processed_transcript
ENSRNOG00000051265	AABR07058423.3	havana	processed_pseudogene
ENSRNOG00000054028	U6	ensembl	snRNA
ENSRNOG00000043465	Arc	ensembl_havana	protein_coding
ENSRNOG00000027238	Jrk	ensembl_havana	protein_coding
ENSRNOG00000058042	AABR07058423.4	ensembl	pseudogene
ENSRNOG00000005929	Them6	ensembl_havana	protein_coding
ENSRNOG00000005944	Slurp1	ensembl_havana	protein_coding
ENSRNOG00000006058	Lypd2	ensembl_havana	protein_coding
ENSRNOG00000031437	Slurp2	ensembl_havana	protein_coding
ENSRNOG00000006086	Lynx1	ensembl_havana	protein_coding
ENSRNOG00000026133	Ly6d	ensembl_havana	protein_coding
ENSRNOG00000051059	Ly6g6g	havana	protein_coding
ENSRNOG00000059053	AABR07058423.5	ensembl	pseudogene
ENSRNOG00000025725	Ly6k	ensembl	protein_coding
ENSRNOG00000025641	Gml	ensembl_havana	protein_coding
ENSRNOG00000050366	5S_rRNA	ensembl	rRNA
ENSRNOG00000061376	Psca	ensembl_havana	protein_coding
ENSRNOG00000030111	Cyp11b3	ensembl_havana	protein_coding
ENSRNOG00000047072	LOC100910656	ensembl	protein_coding
ENSRNOG00000007091	Ly6e	ensembl_havana	protein_coding
ENSRNOG00000048850	AABR07058441.1	ensembl_havana	lincRNA
ENSRNOG00000007137	Ly6i	ensembl_havana	protein_coding
ENSRNOG00000048148	Ly6l	ensembl_havana	lincRNA
ENSRNOG00000037375	RGD1565410	havana	protein_coding
ENSRNOG00000051320	AABR07058450.1	havana	processed_pseudogene
ENSRNOG00000037374	Ly6al	ensembl_havana	processed_transcript
ENSRNOG00000051156	LOC103692939	havana	unprocessed_pseudogene
ENSRNOG00000007334	Ly6h	ensembl_havana	protein_coding
ENSRNOG00000031770	AABR07058458.1	havana	unprocessed_pseudogene
ENSRNOG00000007475	Gpihbp1	ensembl_havana	protein_coding
ENSRNOG00000007489	Zfp41	ensembl_havana	protein_coding
ENSRNOG00000021765	Gli4	ensembl_havana	protein_coding
ENSRNOG00000007500	Top1mt	ensembl_havana	protein_coding
ENSRNOG00000007597	Rhpn1	ensembl_havana	protein_coding
ENSRNOG00000058508	U6	ensembl	snRNA
ENSRNOG00000007668	Mafa	ensembl_havana	protein_coding
ENSRNOG00000007684	Zc3h3	ensembl_havana	protein_coding
ENSRNOG00000056857	Gm23747	ensembl	snoRNA
ENSRNOG00000051155	AC133673.1	havana	processed_pseudogene
ENSRNOG00000007728	Gsdmd	ensembl_havana	protein_coding
ENSRNOG00000032231	Mroh6	ensembl	protein_coding
ENSRNOG00000007939	Naprt	ensembl	protein_coding
ENSRNOG00000021638	Eef1d	ensembl	protein_coding
ENSRNOG00000008686	Tigd5	ensembl	protein_coding
ENSRNOG00000054724	Pycr3	ensembl	protein_coding
ENSRNOG00000009020	Tsta3	ensembl	protein_coding
ENSRNOG00000009302	Zfp623	ensembl	protein_coding
ENSRNOG00000059884	RNaseP_nuc	ensembl	ribozyme
ENSRNOG00000043439	Zfp707l1	ensembl	protein_coding
ENSRNOG00000056511	RNaseP_nuc	ensembl	ribozyme
ENSRNOG00000057901	Zfp707	ensembl	protein_coding
ENSRNOG00000047521	Ccdc166	ensembl	protein_coding
ENSRNOG00000009336	Mapk15	ensembl	protein_coding
ENSRNOG00000030264	Fam83h	ensembl	protein_coding
ENSRNOG00000032574	Scrib	ensembl	protein_coding
ENSRNOG00000009960	Puf60	ensembl	protein_coding
ENSRNOG00000029535	Nrbp2	ensembl	protein_coding
ENSRNOG00000023828	LOC680875	ensembl	protein_coding
ENSRNOG00000023781	Plec	ensembl	protein_coding
ENSRNOG00000004361	Parp10	ensembl	protein_coding
ENSRNOG00000029941	Grina	ensembl	protein_coding
ENSRNOG00000058737	AC107096.2	ensembl	miRNA
ENSRNOG00000055642	AC107096.1	ensembl	protein_coding
ENSRNOG00000029590	Spatc1	ensembl	protein_coding
ENSRNOG00000037299	Smpd5	ensembl	protein_coding
ENSRNOG00000011781	Oplah	ensembl	protein_coding
ENSRNOG00000012348	Exosc4	ensembl	protein_coding
ENSRNOG00000029280	Gpaa1	ensembl	protein_coding
ENSRNOG00000012457	Cyc1	ensembl	protein_coding
ENSRNOG00000012812	Sharpin	ensembl	protein_coding
ENSRNOG00000013514	Maf1	ensembl	protein_coding
ENSRNOG00000033520	Wdr97	ensembl	protein_coding
ENSRNOG00000029238	Hgh1	ensembl	protein_coding
ENSRNOG00000013753	Tssk5	ensembl	protein_coding
ENSRNOG00000030355	Mroh1	ensembl	protein_coding
ENSRNOG00000060845	U6	ensembl	snRNA
ENSRNOG00000021773	Bop1	ensembl	protein_coding
ENSRNOG00000021812	Scx	ensembl	protein_coding
ENSRNOG00000021732	Hsf1	ensembl	protein_coding
ENSRNOG00000028711	Dgat1	ensembl	protein_coding
ENSRNOG00000025594	Scrt1	ensembl	protein_coding
ENSRNOG00000025497	Fbxl6	ensembl	protein_coding
ENSRNOG00000032561	Slc52a2	ensembl	protein_coding
ENSRNOG00000030334	Adck5	ensembl	protein_coding
ENSRNOG00000060996	AC139605.1	ensembl	pseudogene
ENSRNOG00000030705	Cpsf1	ensembl	protein_coding
ENSRNOG00000014314	Slc39a4	ensembl	protein_coding
ENSRNOG00000014633	Vps28	ensembl	protein_coding
ENSRNOG00000014703	Tonsl	ensembl	protein_coding
ENSRNOG00000014811	Cyhr1	ensembl_havana	protein_coding
ENSRNOG00000060123	Kifc2	ensembl_havana	protein_coding
ENSRNOG00000015371	Foxh1	ensembl_havana	protein_coding
ENSRNOG00000015450	Ppp1r16a	ensembl	protein_coding
ENSRNOG00000033915	Gpt	ensembl	protein_coding
ENSRNOG00000032446	Recql4	ensembl	protein_coding
ENSRNOG00000015685	Mfsd3	ensembl	protein_coding
ENSRNOG00000016128	Lrrc14	ensembl	protein_coding
ENSRNOG00000016204	Lrrc24	ensembl	protein_coding
ENSRNOG00000045765	MGC94207	ensembl	protein_coding
ENSRNOG00000016566	Arhgap39	ensembl	protein_coding
ENSRNOG00000041197	AC119473.1	ensembl	miRNA
ENSRNOG00000030308	Zfp251	ensembl	protein_coding
ENSRNOG00000058682	U1	ensembl	snRNA
ENSRNOG00000050497	Zfp7	ensembl	protein_coding
ENSRNOG00000050582	LOC108348189	ensembl	protein_coding
ENSRNOG00000048523	LOC108348142	ensembl	protein_coding
ENSRNOG00000050661	Zfp647	ensembl	protein_coding
ENSRNOG00000034107	LOC681282	ensembl	protein_coding
ENSRNOG00000004583	Mb	ensembl	protein_coding
ENSRNOG00000004688	Rbfox2	ensembl	protein_coding
ENSRNOG00000053024	U1	ensembl	snRNA
ENSRNOG00000052981	AABR07058464.1	ensembl	protein_coding
ENSRNOG00000050695	LOC108348145	ensembl	protein_coding
ENSRNOG00000004484	Commd5	ensembl	protein_coding
ENSRNOG00000048456	Rpl8	ensembl	protein_coding
ENSRNOG00000050651	LOC102555083	ensembl	protein_coding
ENSRNOG00000060702	U1	ensembl	snRNA
ENSRNOG00000042771	Apol3	ensembl	protein_coding
ENSRNOG00000046779	LOC100911562	ensembl	protein_coding
ENSRNOG00000048451	Apol2	ensembl	protein_coding
ENSRNOG00000004860	Myh9	ensembl	protein_coding
ENSRNOG00000004843	Pole3	ensembl	protein_coding
ENSRNOG00000023122	Apol11a	ensembl	protein_coding
ENSRNOG00000047782	RGD1309808	ensembl	protein_coding
ENSRNOG00000047414	AABR07058479.1	ensembl	pseudogene
ENSRNOG00000023410	Apol9a	ensembl	protein_coding
ENSRNOG00000048970	LOC100911804	ensembl	protein_coding
ENSRNOG00000049236	Myh9l1	ensembl	protein_coding
ENSRNOG00000055884	U6	ensembl	snRNA
ENSRNOG00000052754	AABR07058483.1	ensembl	lincRNA
ENSRNOG00000053482	AABR07058484.1	ensembl	snoRNA
ENSRNOG00000005614	Txn2	ensembl	protein_coding
ENSRNOG00000005749	Foxred2	ensembl	protein_coding
ENSRNOG00000005804	Eif3d	ensembl	protein_coding
ENSRNOG00000006226	Cacng2	ensembl	protein_coding
ENSRNOG00000036519	AABR07058487.1	ensembl	miRNA
ENSRNOG00000006440	Ift27	ensembl	protein_coding
ENSRNOG00000006471	Pvalb	ensembl	protein_coding
ENSRNOG00000006940	Ncf4	ensembl	protein_coding
ENSRNOG00000000187	Csf2rb	ensembl	protein_coding
ENSRNOG00000056922	Y_RNA	ensembl	misc_RNA
ENSRNOG00000056854	AABR07058498.2	ensembl	protein_coding
ENSRNOG00000000186	Tst	ensembl	protein_coding
ENSRNOG00000000185	Mpst	ensembl	protein_coding
ENSRNOG00000000231	Kctd17	ensembl	protein_coding
ENSRNOG00000000184	Tmprss6	ensembl	protein_coding
ENSRNOG00000055973	AABR07058498.1	ensembl	lincRNA
ENSRNOG00000048636	Il2rb	ensembl	protein_coding
ENSRNOG00000007300	C1qtnf6	ensembl	protein_coding
ENSRNOG00000057757	AABR07058501.1	ensembl	lincRNA
ENSRNOG00000007332	Sstr3	ensembl	protein_coding
ENSRNOG00000007350	Rac2	ensembl	protein_coding
ENSRNOG00000007679	Cyth4	ensembl	protein_coding
ENSRNOG00000007934	Elfn2	ensembl	protein_coding
ENSRNOG00000008133	Mfng	ensembl	protein_coding
ENSRNOG00000008401	Card10	ensembl	protein_coding
ENSRNOG00000008517	Cdc42ep1	ensembl	protein_coding
ENSRNOG00000008539	Lgals2	ensembl	protein_coding
ENSRNOG00000008897	Gga1	ensembl	protein_coding
ENSRNOG00000052480	AC096473.1	ensembl	miRNA
ENSRNOG00000009360	Sh3bp1	ensembl	protein_coding
ENSRNOG00000053543	AC096473.2	ensembl	pseudogene
ENSRNOG00000009570	Pdxp	ensembl	protein_coding
ENSRNOG00000009884	Lgals1	ensembl	protein_coding
ENSRNOG00000010209	Nol12	ensembl	protein_coding
ENSRNOG00000059015	Triobp	ensembl	protein_coding
ENSRNOG00000055700	AC096473.3	ensembl	protein_coding
ENSRNOG00000055408	Gcat	ensembl	protein_coding
ENSRNOG00000027060	Galr3	ensembl	protein_coding
ENSRNOG00000010821	Ankrd54	ensembl	protein_coding
ENSRNOG00000011020	Eif3l	ensembl	protein_coding
ENSRNOG00000026212	Micall1	ensembl	protein_coding
ENSRNOG00000011170	RGD1359634	ensembl	protein_coding
ENSRNOG00000011214	Polr2f	ensembl	protein_coding
ENSRNOG00000011305	Sox10	ensembl	protein_coding
ENSRNOG00000011507	Pick1	ensembl	protein_coding
ENSRNOG00000012090	Slc16a8	ensembl	protein_coding
ENSRNOG00000012215	Baiap2l2	ensembl	protein_coding
ENSRNOG00000012295	Pla2g6	ensembl	protein_coding
ENSRNOG00000012886	Maff	ensembl	protein_coding
ENSRNOG00000022802	Tmem184b	ensembl	protein_coding
ENSRNOG00000013076	Csnk1e	ensembl	protein_coding
ENSRNOG00000013869	Kcnj4	ensembl_havana	protein_coding
ENSRNOG00000013577	Kdelr3	ensembl_havana	protein_coding
ENSRNOG00000051170	Ddx17	ensembl_havana	protein_coding
ENSRNOG00000013807	Dmc1	ensembl	protein_coding
ENSRNOG00000021795	Fam227a	ensembl	protein_coding
ENSRNOG00000013892	Cby1	ensembl	protein_coding
ENSRNOG00000014058	Tomm22	ensembl_havana	protein_coding
ENSRNOG00000014440	Josd1	ensembl_havana	protein_coding
ENSRNOG00000014634	Gtpbp1	ensembl	protein_coding
ENSRNOG00000061825	7SK	ensembl	misc_RNA
ENSRNOG00000015177	Sun2	ensembl	protein_coding
ENSRNOG00000015583	Dnal4	ensembl	protein_coding
ENSRNOG00000016156	Nptxr	ensembl	protein_coding
ENSRNOG00000046955	Cbx6	ensembl	protein_coding
ENSRNOG00000061351	U6	ensembl	snRNA
ENSRNOG00000057728	AC128476.1	ensembl	pseudogene
ENSRNOG00000016852	Apobec3	ensembl	protein_coding
ENSRNOG00000057782	AC128476.2	ensembl	protein_coding
ENSRNOG00000016875	Cbx7	ensembl	protein_coding
ENSRNOG00000060638	AC134056.1	ensembl	snoRNA
ENSRNOG00000017197	Pdgfb	ensembl	protein_coding
ENSRNOG00000057961	U7	ensembl	snRNA
ENSRNOG00000016896	Rpl3	ensembl_havana	protein_coding
ENSRNOG00000058269	Snord83b	ensembl	snoRNA
ENSRNOG00000059190	AC127784.4	ensembl	miRNA
ENSRNOG00000052611	AC127784.1	ensembl	snoRNA
ENSRNOG00000017108	Syngr1	ensembl_havana	protein_coding
ENSRNOG00000061943	AC127784.5	havana	processed_pseudogene
ENSRNOG00000017285	Tab1	ensembl_havana	protein_coding
ENSRNOG00000056726	AC127784.2	ensembl	snoRNA
ENSRNOG00000017434	Mgat3	ensembl_havana	protein_coding
ENSRNOG00000061168	AABR07058511.1	ensembl	lincRNA
ENSRNOG00000017553	Mief1	ensembl_havana	protein_coding
ENSRNOG00000062011	AABR07058511.2	havana	processed_pseudogene
ENSRNOG00000017801	Atf4	ensembl_havana	protein_coding
ENSRNOG00000017847	Rps19bp1	ensembl_havana	protein_coding
ENSRNOG00000060407	Cacna1i	ensembl_havana	processed_transcript
ENSRNOG00000025344	Enthd1	ensembl_havana	protein_coding
ENSRNOG00000052218	AABR07058514.2	ensembl	snoRNA
ENSRNOG00000062075	AABR07058514.3	havana	processed_pseudogene
ENSRNOG00000037185	AABR07058514.1	havana	processed_pseudogene
ENSRNOG00000018316	Grap2	ensembl	protein_coding
ENSRNOG00000052765	AABR07058517.1	ensembl	miRNA
ENSRNOG00000018330	Fam83f	ensembl	protein_coding
ENSRNOG00000024907	Tnrc6b	ensembl	protein_coding
ENSRNOG00000032777	AABR07058519.1	ensembl	protein_coding
ENSRNOG00000018655	Adsl	ensembl	protein_coding
ENSRNOG00000047506	LOC100362980	ensembl	protein_coding
ENSRNOG00000018745	Sgsm3	ensembl	protein_coding
ENSRNOG00000018803	Mrtfa	ensembl	protein_coding
ENSRNOG00000058619	AABR07058524.1	ensembl	snoRNA
ENSRNOG00000036921	Tmsb10	ensembl	protein_coding
ENSRNOG00000018895	Mchr1	ensembl	protein_coding
ENSRNOG00000056711	AABR07058532.1	ensembl	miRNA
ENSRNOG00000018920	Slc25a17	ensembl	protein_coding
ENSRNOG00000019070	St13	ensembl	protein_coding
ENSRNOG00000019196	Xpnpep3	ensembl	protein_coding
ENSRNOG00000019187	Dnajb7	ensembl	protein_coding
ENSRNOG00000048207	AABR07058534.1	ensembl	miRNA
ENSRNOG00000058914	Rbx1	ensembl	protein_coding
ENSRNOG00000041449	Gm23880	ensembl	miRNA
ENSRNOG00000000190	Ep300	ensembl	protein_coding
ENSRNOG00000058201	U6	ensembl	snRNA
ENSRNOG00000024743	L3mbtl2	ensembl	protein_coding
ENSRNOG00000024631	Chadl	ensembl	protein_coding
ENSRNOG00000031789	Rangap1	ensembl	protein_coding
ENSRNOG00000055925	Zc3h7b	ensembl	protein_coding
ENSRNOG00000019383	Tef	ensembl	protein_coding
ENSRNOG00000050500	Tob2	ensembl	protein_coding
ENSRNOG00000024177	AC096601.1	ensembl	protein_coding
ENSRNOG00000024170	Phf5a	ensembl	protein_coding
ENSRNOG00000024128	Aco2	ensembl_havana	protein_coding
ENSRNOG00000004471	Polr3h	ensembl	protein_coding
ENSRNOG00000055418	AC096601.2	ensembl	snoRNA
ENSRNOG00000005332	Csdc2	ensembl	protein_coding
ENSRNOG00000005358	Pmm1	ensembl	protein_coding
ENSRNOG00000005572	RGD1306782	ensembl	protein_coding
ENSRNOG00000005577	Desi1	ensembl	protein_coding
ENSRNOG00000006392	Xrcc6	ensembl	protein_coding
ENSRNOG00000006762	Snu13	ensembl	protein_coding
ENSRNOG00000030150	LOC100362109	ensembl	protein_coding
ENSRNOG00000007003	Mei1	ensembl	protein_coding
ENSRNOG00000007262	Ccdc134	ensembl	protein_coding
ENSRNOG00000007400	Srebf2	ensembl	protein_coding
ENSRNOG00000035547	Mir33	ensembl	miRNA
ENSRNOG00000049407	Shisa8	ensembl	protein_coding
ENSRNOG00000007664	Tnfrsf13c	ensembl	protein_coding
ENSRNOG00000023262	Cenpm	ensembl	protein_coding
ENSRNOG00000043197	LOC688613	ensembl	protein_coding
ENSRNOG00000061335	LOC108351520	ensembl	lincRNA
ENSRNOG00000007686	Septin3	ensembl	protein_coding
ENSRNOG00000008038	Wbp2nl	ensembl	protein_coding
ENSRNOG00000008064	Naga	ensembl	protein_coding
ENSRNOG00000042522	Pheta2	ensembl	protein_coding
ENSRNOG00000008461	Smdt1	ensembl	protein_coding
ENSRNOG00000008569	Ndufa6	ensembl	protein_coding
ENSRNOG00000032261	Cyp2d4	ensembl	protein_coding
ENSRNOG00000029128	Cyp2d5	ensembl	protein_coding
ENSRNOG00000029179	Cyp2d3	ensembl	protein_coding
ENSRNOG00000056943	AC107527.1	ensembl	miRNA
ENSRNOG00000008988	Cyp2d2	ensembl	protein_coding
ENSRNOG00000009585	Tcf20	ensembl	protein_coding
ENSRNOG00000050522	AC120750.1	ensembl	miRNA
ENSRNOG00000022975	Nfam1	ensembl	protein_coding
ENSRNOG00000057768	AABR07058542.1	ensembl	protein_coding
ENSRNOG00000022932	Serhl2	ensembl	protein_coding
ENSRNOG00000022896	Rrp7a	ensembl	protein_coding
ENSRNOG00000022877	Poldip3	ensembl	protein_coding
ENSRNOG00000054193	U12	ensembl	snRNA
ENSRNOG00000009592	Cyb5r3	ensembl	protein_coding
ENSRNOG00000009736	A4galt	ensembl	protein_coding
ENSRNOG00000046472	Arfgap3	ensembl	protein_coding
ENSRNOG00000009756	Pacsin2	ensembl	protein_coding
ENSRNOG00000010141	Ttll1	ensembl	protein_coding
ENSRNOG00000010359	Bik	ensembl	protein_coding
ENSRNOG00000010539	Mcat	ensembl	protein_coding
ENSRNOG00000010549	Tspo	ensembl	protein_coding
ENSRNOG00000022623	Ttll12	ensembl	protein_coding
ENSRNOG00000010617	Scube1	ensembl	protein_coding
ENSRNOG00000054112	AABR07058554.1	ensembl	lincRNA
ENSRNOG00000010834	Mpped1	ensembl	protein_coding
ENSRNOG00000011094	Efcab6	ensembl	protein_coding
ENSRNOG00000046975	Sult4a1	ensembl	protein_coding
ENSRNOG00000022296	Pnpla5	ensembl	protein_coding
ENSRNOG00000022268	Pnpla3	ensembl	protein_coding
ENSRNOG00000011952	Samm50	ensembl	protein_coding
ENSRNOG00000055305	Parvb	ensembl	protein_coding
ENSRNOG00000052064	Parvg	ensembl	protein_coding
ENSRNOG00000052725	Shisal1	ensembl	protein_coding
ENSRNOG00000021671	Rtl6	ensembl	protein_coding
ENSRNOG00000029243	AABR07058578.1	ensembl	protein_coding
ENSRNOG00000058303	U6	ensembl	snRNA
ENSRNOG00000012475	Prr5	ensembl	protein_coding
ENSRNOG00000060017	AABR07058578.2	ensembl	lincRNA
ENSRNOG00000013067	Phf21b	ensembl	protein_coding
ENSRNOG00000033570	Arhgap8	ensembl	protein_coding
ENSRNOG00000013423	Nup50	ensembl	protein_coding
ENSRNOG00000031269	RGD1304694	ensembl	protein_coding
ENSRNOG00000041492	Mir1249	ensembl	miRNA
ENSRNOG00000013593	Upk3a	ensembl	protein_coding
ENSRNOG00000013764	Fam118a	ensembl	protein_coding
ENSRNOG00000032570	Smc1b	ensembl	protein_coding
ENSRNOG00000033502	Ribc2	ensembl	protein_coding
ENSRNOG00000052281	U6	ensembl	snRNA
ENSRNOG00000054300	U6	ensembl	snRNA
ENSRNOG00000014137	Fbln1	ensembl	protein_coding
ENSRNOG00000014637	Atxn10	ensembl	protein_coding
ENSRNOG00000055497	U2	ensembl	snRNA
ENSRNOG00000054994	AC112534.2	ensembl	snoRNA
ENSRNOG00000058358	AC112534.3	ensembl	protein_coding
ENSRNOG00000054883	AC112534.1	ensembl	lincRNA
ENSRNOG00000015750	Wnt7b	ensembl	protein_coding
ENSRNOG00000035461	Mirlet7c2	ensembl	miRNA
ENSRNOG00000035636	Mirlet7b	ensembl	miRNA
ENSRNOG00000021463	Ppara	ensembl	protein_coding
ENSRNOG00000032846	Cdpf1	ensembl	protein_coding
ENSRNOG00000029591	Pkdrej	ensembl	protein_coding
ENSRNOG00000059136	AC141997.1	ensembl	lincRNA
ENSRNOG00000015916	Ttc38	ensembl	protein_coding
ENSRNOG00000016148	Gtse1	ensembl	protein_coding
ENSRNOG00000016465	Trmu	ensembl	protein_coding
ENSRNOG00000021285	Celsr1	ensembl	protein_coding
ENSRNOG00000016968	Gramd4	ensembl	protein_coding
ENSRNOG00000017022	Cerk	ensembl	protein_coding
ENSRNOG00000037087	LOC108351584	ensembl	protein_coding
ENSRNOG00000017057	Tbc1d22a	ensembl	protein_coding
ENSRNOG00000052381	U7	ensembl	snRNA
ENSRNOG00000060713	AABR07058608.1	ensembl	lincRNA
ENSRNOG00000004457	AABR07058615.1	ensembl	protein_coding
ENSRNOG00000049992	AABR07058618.1	ensembl	miRNA
ENSRNOG00000034350	5S_rRNA	ensembl	rRNA
ENSRNOG00000049349	Tafa5	ensembl	protein_coding
ENSRNOG00000046123	AABR07058633.1	ensembl	miRNA
ENSRNOG00000053745	LOC108351524	ensembl	lincRNA
ENSRNOG00000050863	AABR07058646.1	ensembl	miRNA
ENSRNOG00000054074	AABR07058647.1	ensembl	lincRNA
ENSRNOG00000046044	Zdhhc25	ensembl	protein_coding
ENSRNOG00000004538	Brd1	ensembl	protein_coding
ENSRNOG00000004588	Zbed4	ensembl	protein_coding
ENSRNOG00000004591	Alg12	ensembl	protein_coding
ENSRNOG00000004659	Creld2	ensembl	protein_coding
ENSRNOG00000053803	AABR07058656.1	ensembl	lincRNA
ENSRNOG00000029698	Pim3	ensembl	protein_coding
ENSRNOG00000032311	AABR07058658.1	ensembl	protein_coding
ENSRNOG00000032871	Mlc1	ensembl	protein_coding
ENSRNOG00000031093	Mov10l1	ensembl	protein_coding
ENSRNOG00000055530	Panx2	ensembl	protein_coding
ENSRNOG00000029095	Trabd	ensembl	protein_coding
ENSRNOG00000060120	Selenoo	ensembl	protein_coding
ENSRNOG00000006028	Tubgcp6	ensembl	protein_coding
ENSRNOG00000031915	Hdac10	ensembl	protein_coding
ENSRNOG00000031233	Mapk12	ensembl	protein_coding
ENSRNOG00000006984	Mapk11	ensembl	protein_coding
ENSRNOG00000007133	Plxnb2	ensembl	protein_coding
ENSRNOG00000036516	Mir349	ensembl	miRNA
ENSRNOG00000029866	Dennd6b	ensembl	protein_coding
ENSRNOG00000026425	Ppp6r2	ensembl	protein_coding
ENSRNOG00000008392	Sbf1	ensembl	protein_coding
ENSRNOG00000029830	Adm2	ensembl	protein_coding
ENSRNOG00000008694	Miox	ensembl	protein_coding
ENSRNOG00000058496	U6	ensembl	snRNA
ENSRNOG00000030633	Lmf2	ensembl	protein_coding
ENSRNOG00000009598	Ncaph2	ensembl	protein_coding
ENSRNOG00000032394	Tymp	ensembl	protein_coding
ENSRNOG00000037060	Odf3b	ensembl	protein_coding
ENSRNOG00000032419	Klhdc7b	ensembl	protein_coding
ENSRNOG00000042056	Syce3	ensembl	protein_coding
ENSRNOG00000010438	Cpt1b	ensembl	protein_coding
ENSRNOG00000011404	Chkb	ensembl	protein_coding
ENSRNOG00000045580	AC125982.1	ensembl	pseudogene
ENSRNOG00000032828	Mapk8ip2	ensembl	protein_coding
ENSRNOG00000012953	Arsa	ensembl	protein_coding
ENSRNOG00000052743	AC125982.2	ensembl_havana	lincRNA
ENSRNOG00000052296	Shank3	ensembl_havana	protein_coding
ENSRNOG00000029762	Acr	ensembl	protein_coding
ENSRNOG00000013947	Rabl2	ensembl	protein_coding
ENSRNOG00000014296	Syt10	ensembl	protein_coding
ENSRNOG00000052733	AABR07058672.1	ensembl	lincRNA
ENSRNOG00000014511	Alg10	ensembl	protein_coding
ENSRNOG00000051808	AABR07058678.1	ensembl	miRNA
ENSRNOG00000055474	LOC102550441	ensembl	lincRNA
ENSRNOG00000026128	Cpne8	ensembl	protein_coding
ENSRNOG00000014844	Kif21a	ensembl	protein_coding
ENSRNOG00000015538	Abcd2	ensembl	protein_coding
ENSRNOG00000025898	LOC690142	ensembl	protein_coding
ENSRNOG00000015741	Slc2a13	ensembl	protein_coding
ENSRNOG00000058473	7SK	ensembl	misc_RNA
ENSRNOG00000004048	Lrrk2	ensembl	protein_coding
ENSRNOG00000055582	U7	ensembl	snRNA
ENSRNOG00000032420	AC108595.1	ensembl	protein_coding
ENSRNOG00000037025	Smgc	ensembl	protein_coding
ENSRNOG00000054624	AC096792.1	ensembl	protein_coding
ENSRNOG00000055230	AC096792.2	ensembl	lincRNA
ENSRNOG00000004438	Cntn1	ensembl	protein_coding
ENSRNOG00000060211	AABR07058699.2	ensembl	pseudogene
ENSRNOG00000057791	AABR07058699.1	ensembl	lincRNA
ENSRNOG00000022844	Pdzrn4	ensembl	protein_coding
ENSRNOG00000058099	U6	ensembl	snRNA
ENSRNOG00000054803	AABR07058706.2	ensembl	miRNA
ENSRNOG00000053692	AABR07058706.1	ensembl	snoRNA
ENSRNOG00000061588	AABR07058711.1	ensembl	lincRNA
ENSRNOG00000005234	Gxylt1	ensembl	protein_coding
ENSRNOG00000004773	Yaf2	ensembl	protein_coding
ENSRNOG00000057735	U6	ensembl	snRNA
ENSRNOG00000004996	Zcrb1	ensembl	protein_coding
ENSRNOG00000022778	Pphln1	ensembl	protein_coding
ENSRNOG00000022772	Prickle1	ensembl	protein_coding
ENSRNOG00000058598	LOC108351533	ensembl	lincRNA
ENSRNOG00000060824	AABR07058723.1	ensembl	lincRNA
ENSRNOG00000053433	AABR07058724.1	ensembl	lincRNA
ENSRNOG00000051866	AABR07058729.1	ensembl	lincRNA
ENSRNOG00000033397	Adamts20	ensembl	protein_coding
ENSRNOG00000022570	Pus7l	ensembl	protein_coding
ENSRNOG00000005965	Irak4	ensembl	protein_coding
ENSRNOG00000022507	Twf1	ensembl	protein_coding
ENSRNOG00000059325	Gm25546	ensembl	snoRNA
ENSRNOG00000050884	AABR07058745.1	ensembl	protein_coding
ENSRNOG00000006068	Tmem117	ensembl	protein_coding
ENSRNOG00000054356	AABR07058758.1	ensembl	lincRNA
ENSRNOG00000006235	Nell2	ensembl	protein_coding
ENSRNOG00000054025	U6	ensembl	snRNA
ENSRNOG00000055355	AABR07058773.1	ensembl	lincRNA
ENSRNOG00000006885	Dbx2	ensembl	protein_coding
ENSRNOG00000006995	Ano6	ensembl	protein_coding
ENSRNOG00000056121	AABR07058785.1	ensembl	lincRNA
ENSRNOG00000054027	AABR07058786.1	ensembl	lincRNA
ENSRNOG00000051660	AABR07058788.1	ensembl	lincRNA
ENSRNOG00000058206	AABR07058788.4	ensembl	lincRNA
ENSRNOG00000056137	AABR07058788.2	ensembl	lincRNA
ENSRNOG00000057179	AABR07058788.3	ensembl	lincRNA
ENSRNOG00000057856	AABR07058789.1	ensembl	lincRNA
ENSRNOG00000004831	Arid2	ensembl	protein_coding
ENSRNOG00000045691	AABR07058795.1	ensembl	miRNA
ENSRNOG00000005263	Scaf11	ensembl	protein_coding
ENSRNOG00000059077	SNORA70	ensembl	snoRNA
ENSRNOG00000005291	Slc38a1	ensembl	protein_coding
