,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
"E2.1.1.45, thyA; thymidylate synthase [EC:2.1.1.45]",3.385540185,3.424647742,3.305249907,-0.093929909,0.676681235,-0.148847143,0.424479178,0.668122404,0.99694338,0.625566558,0.998661538
"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",5.674463705,5.718490054,5.549214684,-0.108088298,0.458348368,-0.184714342,0.416666679,0.738456133,0.99695133,0.471012218,0.998661538
"E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]",4.765125698,4.673296369,4.794587696,0.159158239,0.577658766,0.217353408,0.403645847,0.467768879,0.99694338,0.460699643,0.998661538
"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",4.081486843,4.414986647,3.999791214,-0.141854463,0.994094258,-0.168669496,0.442132648,0.516612299,0.99694338,0.622153993,0.998661538
E2.4.1.-;  [EC:2.4.1.-],1.239635952,1.324987358,1.228220633,0.176859354,1.120859081,0.151052207,0.427828359,0.475802035,0.99694338,0.623858996,0.998661538
"E2.4.1.1, glgP, PYG; starch phosphorylase [EC:2.4.1.1]",5.882105783,5.908818485,5.860132795,-0.04338398,0.399613121,-0.092776792,0.420026019,0.945262278,0.997545298,0.543436092,0.998661538
"E2.4.1.21, glgA; starch synthase [EC:2.4.1.21]",4.551101123,4.547482389,4.553043725,0.101938881,0.503709294,0.159493892,0.427083344,0.269613754,0.99694338,0.58239889,0.998661538
"E2.4.2.2, pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]",2.454826528,2.505644132,2.420408667,-0.103405967,0.654679653,-0.1426867,0.429128749,0.434540625,0.99694338,0.61955161,0.998661538
"E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]",2.739976109,2.743754514,2.739976109,-0.116140721,1.125184197,-0.110614491,0.445312508,0.481852638,0.99694338,0.682256098,0.998661538
E2.4.2.6; nucleoside deoxyribosyltransferase [EC:2.4.2.6],-3.006851334,-2.539686504,-3.362704283,-0.738238059,3.487488905,-0.19161351,0.41482446,0.547735655,0.99694338,0.524404646,0.998661538
"E2.5.1.16, SRM, speE; spermidine synthase [EC:2.5.1.16]",0.166659559,0.387381979,0.01509574,-0.491051537,1.854054253,-0.259567759,0.382812518,0.466913179,0.99694338,0.365601978,0.998661538
"E2.5.1.6, metK; S-adenosylmethionine synthetase [EC:2.5.1.6]",5.517918053,5.5790547,5.463132066,-0.061847036,0.249047886,-0.233316441,0.393229182,0.645751406,0.99695133,0.367353552,0.998661538
E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83],4.788947155,4.785262995,4.821711379,0.071854348,0.349547289,0.133414502,0.422626799,0.781303274,0.99694338,0.529947786,0.998661538
E2.7.1.17; xylulokinase [EC:2.7.1.17],4.459709667,4.450855948,4.519940354,0.062469281,0.4590073,0.140342458,0.457031256,0.223619629,0.99694338,0.73614306,0.998661538
"E2.7.1.48, udk; uridine kinase [EC:2.7.1.48]",4.34400413,4.325845053,4.362430611,0.058339986,0.553037799,0.099171113,0.461638497,0.536857119,0.99694338,0.720220994,0.998661538
"E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]",4.151851772,4.078573442,4.233486798,0.09516194,0.763188498,0.122314095,0.436931088,0.744768868,0.99694338,0.675452872,0.998661538
E2.8.3.-;  [EC:2.8.3.-],0.196934131,0.227461739,0.151425418,-0.134732114,1.248843381,-0.097678152,0.455729173,0.646421283,0.996955321,0.688573001,0.998661538
"E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]",1.995297604,1.903910301,2.051629734,0.133076932,0.878923118,0.163021653,0.417968762,0.793461158,0.996967847,0.499721459,0.998661538
E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5],1.223934748,1.27402477,1.116905691,0.11372783,1.075875079,0.089418765,0.459037717,0.899867135,0.997285736,0.768790654,0.998661538
"E3.2.1.10; oligo-1,6-glucosidase [EC:3.2.1.10]",3.452758264,3.418375531,3.51507171,0.175848764,0.745184124,0.251399009,0.37109377,0.230597219,0.99694338,0.34899597,0.998661538
E3.2.1.21; beta-glucosidase [EC:3.2.1.21],4.243308852,4.460613098,4.213639802,-0.23601434,0.674212293,-0.274246576,0.386215882,0.490471615,0.99694338,0.373383923,0.998661538
"E3.2.1.45, GBA, srfJ; glucosylceramidase [EC:3.2.1.45]",2.163990738,2.116056968,2.193685144,0.167022631,1.087385684,0.144911759,0.439531868,0.382362983,0.99694338,0.610911189,0.998661538
E3.2.1.4; endoglucanase [EC:3.2.1.4],3.910509642,3.937112361,3.868035623,-0.093737282,0.567918198,-0.149718483,0.40312095,0.34990705,0.99694338,0.481144706,0.998661538
"E3.2.1.52, nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]",3.530487851,3.469898596,3.568119007,0.105504203,0.937107248,0.097202651,0.447916674,0.429558514,0.99694338,0.627150602,0.998661538
"E3.2.1.55, abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]",4.073778829,4.106353267,3.987620617,-0.140053729,0.749317317,-0.202096396,0.403645847,0.389769657,0.99694338,0.473761216,0.998661538
"E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]",-1.637632556,-1.918393988,-1.523720863,0.396115053,2.623006725,0.156324404,0.422626799,0.605824252,0.99694338,0.555899778,0.998661538
"E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]",4.073855768,3.92022085,4.093723961,0.144382586,0.592989111,0.221878956,0.427083344,0.671773062,0.99694338,0.515629958,0.998661538
"E3.5.2.2, DPYS; dihydropyrimidinase [EC:3.5.2.2]",1.760871429,1.650069939,1.885331061,0.247960829,1.554281455,0.174232841,0.400520171,0.534657733,0.99694338,0.427501039,0.998661538
"E3.5.2.7, hutI; imidazolonepropionase [EC:3.5.2.7]",2.343641566,2.440326114,2.314500257,-0.114946895,0.64931334,-0.167465302,0.427828359,0.457696387,0.99694338,0.568626478,0.998661538
"E3.5.3.11, speB; agmatinase [EC:3.5.3.11]",1.991716735,1.841108204,2.040247435,0.198105177,0.871733415,0.218124347,0.380208351,0.498362438,0.99694338,0.384942063,0.998661538
"E3.5.3.6, arcA; arginine deiminase [EC:3.5.3.6]",2.067472052,1.959115994,2.148220671,0.129325233,0.702381615,0.161045793,0.407552097,0.916535081,0.997622051,0.482735007,0.998661538
"E3.5.4.3, guaD; guanine deaminase [EC:3.5.4.3]",1.511862275,1.441659503,1.558957477,0.198471559,0.908600908,0.218606507,0.400520171,0.28918325,0.99694338,0.458555056,0.998661538
"E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]",1.661294925,1.677492096,1.588814969,-0.091276141,0.919786661,-0.09680353,0.43359376,0.449250502,0.99694338,0.631300372,0.998661538
"E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]",0.935283586,1.160600713,0.879517806,-0.18758549,0.937659479,-0.199457497,0.399739598,0.320237152,0.99694338,0.476244517,0.998661538
"E4.1.1.19S, speA; arginine decarboxylase [EC:4.1.1.19]",3.260932383,3.292704492,3.194953055,-0.111352761,0.660184456,-0.164406944,0.434330309,0.474215656,0.99694338,0.577517706,0.998661538
"E4.1.1.32, pckA, PEPCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",3.02782705,2.955188154,3.097287481,0.340912395,1.198639275,0.264347527,0.390117051,0.265486678,0.99694338,0.35994818,0.998661538
"E4.1.1.3A, oadA; oxaloacetate decarboxylase, alpha subunit [EC:4.1.1.3]",4.374810692,4.363937667,4.418322369,0.0820988,0.450408137,0.131515544,0.442708342,0.737863398,0.99694338,0.71010502,0.998661538
"E4.1.1.3B, oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]",4.761536567,4.784596243,4.760996127,0.048413218,0.538089805,0.058905766,0.469440837,0.919077652,0.997206074,0.796641921,0.998661538
E4.1.2.22; fructose-6-phosphate phosphoketolase [EC:4.1.2.22],-0.271494315,0.184915116,-0.391873578,-0.308156258,1.387644753,-0.213239184,0.416666679,0.488669979,0.99694338,0.482261488,0.998661538
E4.1.2.9; phosphoketolase [EC:4.1.2.9],0.696913805,0.278715625,0.788827697,0.274545605,1.612462802,0.137529919,0.444733428,0.696274383,0.99694338,0.692746687,0.998661538
"E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]",2.167987756,2.165460159,2.170330655,0.067962774,0.567046561,0.118482608,0.453836157,0.349880985,0.99694338,0.668889318,0.998661538
"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]",2.873985366,2.755216223,2.995299711,0.132193203,0.98773714,0.142618045,0.418725629,0.427469549,0.99694338,0.603670823,0.998661538
"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]",3.043139763,3.284084154,2.911371998,-0.186607977,0.764856941,-0.253725055,0.402343764,0.344973087,0.99694338,0.442245982,0.998661538
"E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",4.698655988,4.679580523,4.774670224,0.120389627,0.898752296,0.125374008,0.416666679,0.61336992,0.99694338,0.555088642,0.998661538
"E4.2.3.3, mgsA; methylglyoxal synthase [EC:4.2.3.3]",2.472576666,2.51313097,2.359348108,-0.094506267,0.552004869,-0.171408684,0.40885418,0.725651799,0.996999263,0.507778854,0.998661538
"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",4.210797009,4.301727792,4.05259973,-0.140991214,0.484686449,-0.279683983,0.41482446,0.510659524,0.99694338,0.508775566,0.998661538
"E4.3.2.2, purB; adenylosuccinate lyase [EC:4.3.2.2]",4.90360299,4.883662492,4.929020018,0.04633086,0.248252802,0.174271676,0.4096229,0.584001999,0.99694338,0.471312468,0.998661538
"E5.4.2.8, manB; phosphomannomutase [EC:5.4.2.8]",5.168578912,5.130658108,5.189324147,0.04601128,0.317280995,0.115921957,0.442132648,0.901810283,0.997154354,0.549866541,0.998661538
"E6.3.2.13, murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",5.300311076,5.241357223,5.412282043,0.078825917,0.454060897,0.171688073,0.41352407,0.517919146,0.99694338,0.544401001,0.998661538
E6.3.3.2; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],2.062470927,1.95632943,2.12668311,0.071950163,0.51976718,0.122475992,0.45052084,0.898886289,0.997325389,0.647331419,0.998661538
"E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]",4.767121438,4.829285737,4.731969189,-0.05366148,0.350284865,-0.113572697,0.43359376,0.897785919,0.997319078,0.536960417,0.998661538
"E6.3.5.2, guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]",5.667750245,5.666647486,5.671475235,0.017516207,0.28039007,0.049084795,0.470052088,0.693615854,0.99694338,0.768006976,0.998661538
"E6.3.5.3, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]",6.672676289,6.747701853,6.633997167,-0.061468364,0.521652652,-0.115037285,0.452535767,0.770266029,0.99694338,0.750355726,0.998661538
"ERCC3, XPB; DNA excision repair protein ERCC-3 [EC:3.6.4.12]",1.117300711,0.954986558,1.330830382,0.671797263,2.515043858,0.276488664,0.377604185,0.295185914,0.99694338,0.363101561,0.998661538
"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]",4.681906183,4.641473857,4.695851529,0.044194796,0.315847953,0.12708532,0.425227579,0.527489616,0.99694338,0.550611852,0.998661538
FLOT; flotillin,3.328903938,3.391482667,3.033130239,-0.21072561,0.881575788,-0.198634471,0.436931088,0.513027162,0.99694338,0.631564808,0.998661538
"GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]",4.934060207,4.996384986,4.83504929,-0.142790104,0.704035841,-0.1702638,0.40442134,0.694675991,0.99694338,0.39848469,0.998661538
GATM; glycine amidinotransferase [EC:2.1.4.1],-0.178112239,0.011571097,-0.288018394,-0.237930109,1.542057808,-0.148726037,0.431729529,0.581522961,0.99694338,0.637947033,0.998661538
"GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",3.716138072,3.80546182,3.6437796,-0.132663093,0.627445089,-0.194359381,0.390117051,0.681417915,0.99694338,0.402931196,0.998661538
GLT1; glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14],0.401680247,0.363560579,0.453897556,0.136810417,0.725128371,0.188905276,0.41092329,0.441610939,0.99694338,0.484966162,0.998661538
HK; hexokinase [EC:2.7.1.1],-0.638492225,-0.688224025,-0.604853525,0.448360061,1.573622299,0.245656962,0.41092329,0.249872161,0.99694338,0.463339075,0.998661538
"K01270, pepD; dipeptidase D [EC:3.4.13.-]",4.121753441,4.126322355,4.100610103,-0.061751535,0.439343356,-0.123720449,0.446033818,0.433436483,0.99694338,0.659473389,0.998661538
"K06001, trpB; tryptophan synthase beta chain [EC:4.2.1.20]",4.18470339,4.185153482,4.15276496,-0.114376868,0.662467503,-0.162413757,0.426527969,0.63645942,0.99694338,0.612039238,0.998661538
"MOCS1, moaA; molybdenum cofactor biosynthesis protein",2.852948112,2.924731191,2.852948112,0.266802759,1.438990417,0.182377231,0.41612485,0.659188179,0.99694338,0.55382506,0.998661538
MUT; methylmalonyl-CoA mutase [EC:5.4.99.2],3.877278554,3.984881347,3.790386321,-0.187763618,1.300406385,-0.150867613,0.432291676,0.519810951,0.99694338,0.53130131,0.998661538
"NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]",4.913393503,4.90337238,4.920417316,0.045308074,0.33717705,0.115526807,0.435630698,0.68719266,0.99694338,0.63363388,0.998661538
"PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3]",3.799930673,3.897035115,3.762748325,-0.181307405,1.250488899,-0.158183244,0.389322933,0.542427948,0.99694338,0.427675169,0.998661538
PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15],-0.109461994,0.09548891,-0.277232276,-0.405978096,1.72322202,-0.218038536,0.401820561,0.338725449,0.99694338,0.434763402,0.998661538
"PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",1.169223094,1.174842721,1.16702568,-0.121925269,0.867585827,-0.150210042,0.434895843,0.614399489,0.99694338,0.617205279,0.998661538
"PK, pyk; pyruvate kinase [EC:2.7.1.40]",4.62092311,4.65911954,4.564518745,-0.069959717,0.352399539,-0.161243787,0.402343764,0.919959652,0.99769399,0.444432951,0.998661538
PPX1; exopolyphosphatase [EC:3.6.1.11],1.060900062,1.175425823,0.803857059,-0.351261718,1.491837136,-0.204786014,0.383615102,0.606047982,0.99694338,0.379299042,0.998661538
"PTS-Cel-EIIB, celA; PTS system, cellobiose-specific IIB component [EC:2.7.1.69]",-1.457911232,-1.70628545,-1.314615911,0.292745372,1.896750832,0.146783054,0.430429139,0.667291401,0.996960072,0.560858649,0.998661538
"PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component [EC:2.7.1.69]",2.394829564,2.459300378,2.235121237,-0.162262487,0.838537837,-0.185398809,0.394531266,0.666067103,0.99694338,0.421700061,0.998661538
"PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component",2.750142966,2.824968102,2.231514244,-0.199058727,0.900719537,-0.282129101,0.412760429,0.398771537,0.99694338,0.540777984,0.998661538
"PTS-Mal-EIIB, malX; PTS system, maltose and glucose-specific IIB component [EC:2.7.1.69]",0.032977937,0.099725961,-0.126536248,-0.152855344,1.035405205,-0.12843247,0.440104175,0.789786667,0.997111424,0.674429188,0.998661538
"PTS-Man-EIID, manZ; PTS system, mannose-specific IID component",0.931315804,0.851297103,0.984771068,0.224590713,1.334733966,0.148924367,0.41092329,0.590024658,0.99694338,0.555567864,0.998661538
"PTS-Mtl-EIIB, mtlA; PTS system, mannitol-specific IIB component [EC:2.7.1.69]",2.744310768,2.856895847,2.472672609,-0.19563024,1.033869631,-0.197465444,0.41352407,0.648697336,0.99694338,0.507189518,0.998661538
"RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]",5.366951533,5.362775898,5.384478567,0.066059488,0.283613355,0.197184776,0.415364596,0.446376575,0.99694338,0.48286353,0.998661538
RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8],1.15438307,1.191177732,1.066351673,0.129757929,0.857861563,0.129385388,0.446614591,0.418429105,0.99694338,0.683407815,0.998661538
"RP-L1, rplA; large subunit ribosomal protein L1",4.301997505,4.258702591,4.335967103,0.064801201,0.361833494,0.168526299,0.40832251,0.706760155,0.996953959,0.453698013,0.998661538
"RP-L13, rplM; large subunit ribosomal protein L13",3.613617615,3.577687543,3.65859002,0.073895916,0.318897046,0.233596407,0.397919391,0.519219881,0.99694338,0.444134244,0.998661538
"RP-L17, rplQ; large subunit ribosomal protein L17",3.334516989,3.234134091,3.409669862,0.090439206,0.467230288,0.175854442,0.436197926,0.44637916,0.99694338,0.539349807,0.998661538
"RP-L18, rplR; large subunit ribosomal protein L18",3.697556198,3.705308281,3.688452622,0.115169828,0.498882756,0.224883242,0.395833349,0.246080579,0.99694338,0.414902417,0.998661538
"RP-L2, rplB; large subunit ribosomal protein L2",4.808158515,4.866400494,4.774049227,0.066247127,0.594278823,0.103801117,0.440104175,0.622993235,0.99694338,0.608764961,0.998661538
"RP-L25, rplY; large subunit ribosomal protein L25",1.044842057,1.063966082,1.042902066,-0.151629775,0.69558122,-0.212042836,0.423927189,0.324192603,0.99694338,0.52247901,0.998661538
"RP-L29, rpmC; large subunit ribosomal protein L29",2.386060468,2.377432021,2.472715232,0.138882216,0.513000425,0.26311909,0.4096229,0.350150014,0.99694338,0.460824127,0.998661538
"RP-L5, rplE; large subunit ribosomal protein L5",3.786891467,3.687403322,3.809308464,0.142910837,0.56656459,0.273869189,0.392717831,0.307883592,0.99694338,0.360066869,0.998661538
"RP-L9, rplI; large subunit ribosomal protein L9",3.456773603,3.434679591,3.49903097,0.071048072,0.324176793,0.21038493,0.414062513,0.296771796,0.99694338,0.491767215,0.998661538
"RP-S19, rpsS; small subunit ribosomal protein S19",3.422650392,3.379189442,3.494735459,0.1622852,0.561971332,0.279230314,0.382314712,0.27416097,0.99694338,0.375801752,0.998661538
"RP-S5, rpsE; small subunit ribosomal protein S5",4.157885994,4.218010125,4.157365417,0.074113802,0.555710257,0.112380956,0.445312508,0.605272486,0.99694338,0.622347197,0.998661538
"RP-S8, rpsH; small subunit ribosomal protein S8",3.563493116,3.456416043,3.612530061,0.180081419,0.579513651,0.285764701,0.38802085,0.233449684,0.99694338,0.368596546,0.998661538
"RP-S9, rpsI; small subunit ribosomal protein S9",3.752344415,3.720458116,3.809034071,0.096725638,0.360248901,0.256789332,0.403645847,0.328607501,0.99694338,0.390135117,0.998661538
"SIG3.3.2, sigB; RNA polymerase sigma-B factor",5.098527954,5.177464369,4.983687306,-0.091846535,0.550093511,-0.15641295,0.40312095,0.753928022,0.99694338,0.485553348,0.998661538
"TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]",5.541931563,5.476099496,5.583707635,0.093146718,0.376641063,0.203614127,0.393229182,0.531882327,0.99694338,0.400148102,0.998661538
"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]",4.187400199,4.083499871,4.208338264,0.087454699,1.039448941,0.087068384,0.443433038,0.715642236,0.99694338,0.623239059,0.998661538
"UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]",3.269241563,3.156510252,3.354538969,0.105141625,0.609171427,0.160167713,0.41352407,0.478635924,0.99694338,0.511570442,0.998661538
"WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]",4.652749976,4.660995705,4.649745129,0.029236584,0.327419698,0.087226433,0.458333339,0.529507108,0.99694338,0.715937402,0.998661538
"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",3.491653611,3.430169903,3.492006916,0.08331677,0.670425759,0.108725147,0.464843755,0.820858182,0.996983925,0.758643686,0.998661538
"afuA, fbpA; iron(III) transport system substrate-binding protein",2.815229639,2.661689472,2.902073607,0.189298702,0.87960881,0.179671623,0.397919391,0.396833434,0.99694338,0.502109392,0.998661538
"afuB, fbpB; iron(III) transport system permease protein",3.834495347,3.722230162,3.892475994,0.136605986,1.30479847,0.095070401,0.43359376,0.576517843,0.99694338,0.599740178,0.998661538
"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]",3.548101966,3.482188376,3.577342638,0.10934539,1.070584837,0.099960875,0.43359376,0.576123694,0.99694338,0.668682663,0.998661538
agp; glucose-1-phosphatase [EC:3.1.3.10],-1.272130249,-1.543089553,-1.013630251,0.508710647,1.794182241,0.273755333,0.375000019,0.313642923,0.996781684,0.394855589,0.998661538
aguB; N-carbamoylputrescine amidase [EC:3.5.1.53],1.840156988,2.130487709,1.767056249,-0.240749269,1.194850721,-0.198886112,0.397919391,0.467501281,0.99694338,0.428831162,0.998661538
araA; L-arabinose isomerase [EC:5.3.1.4],3.400954265,3.58001079,3.290310559,-0.117111027,0.774585013,-0.16277815,0.447334208,0.912006344,0.997342321,0.641276289,0.998661538
araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4],3.125260375,3.124289244,3.138086687,0.108519622,0.683876235,0.157833893,0.442708342,0.243177147,0.99694338,0.61942905,0.998661538
arcC; carbamate kinase [EC:2.7.2.2],3.901569609,4.144799075,3.820009698,-0.203887373,0.530139057,-0.323804049,0.382314712,0.454975438,0.99694338,0.364041763,0.998661538
argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],4.465081994,4.507298392,4.390486677,-0.071823175,0.394284896,-0.158767791,0.435630698,0.878580486,0.997221486,0.57915882,0.998661538
argE; acetylornithine deacetylase [EC:3.5.1.16],1.116914715,1.225436185,1.092987371,-0.220792105,0.764428774,-0.272939008,0.397919391,0.261369353,0.99694338,0.434301492,0.998661538
argF2; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11],1.159595717,1.292984642,1.159595717,-0.30281808,1.534644652,-0.222064621,0.396619001,0.383753551,0.99694338,0.460095341,0.998661538
"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",4.925774314,4.934533704,4.919617562,0.040248239,0.39680772,0.100426934,0.421875011,0.492045108,0.99694338,0.546548656,0.998661538
"aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]",3.581345861,3.732556988,3.472299958,-0.112874432,0.679501973,-0.153541503,0.446614591,0.832967427,0.997014236,0.655753322,0.998661538
asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],4.609978345,4.600906243,4.613701839,0.038288079,0.25314758,0.107567087,0.421875011,0.648564601,0.99694338,0.550254954,0.998661538
asnA; aspartate--ammonia ligase [EC:6.3.1.1],4.124742338,4.106248517,4.187996444,0.088067324,0.399140829,0.182564917,0.415364596,0.43258262,0.99694338,0.560998087,0.998661538
bglB; beta-glucosidase [EC:3.2.1.21],3.10330365,3.102195888,3.162205272,0.187021311,0.851954568,0.203446091,0.4096229,0.163228489,0.996934487,0.488316289,0.998661538
"birA; BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]",3.353077533,3.38210952,3.319990123,-0.071256372,0.631143514,-0.107783435,0.426527969,0.534079933,0.99694338,0.555947748,0.998661538
cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3],1.415629881,1.488950314,1.258871531,-0.264560007,1.062802604,-0.243149293,0.385416684,0.425574391,0.99694338,0.360086289,0.998661538
cbiN; cobalt transport protein,-0.839484701,-0.971956102,-0.771570517,0.277758455,1.168069718,0.21138278,0.407552097,0.409113414,0.99694338,0.428290553,0.998661538
cbiO; cobalt/nickel transport system ATP-binding protein,5.561776364,5.675014268,5.460086531,-0.146189359,0.444513209,-0.294846855,0.375812762,0.221760683,0.99694338,0.31524415,0.998661538
cbiQ; cobalt/nickel transport system permease protein,3.925845373,4.016463291,3.744118088,-0.147233958,0.45350124,-0.290335913,0.378413542,0.262675423,0.99694338,0.366610576,0.998661538
ccmB; heme exporter protein B,-0.559699401,-1.003889498,-0.338723184,0.26979174,1.794953041,0.149545066,0.428385427,0.845226764,0.997093253,0.557290952,0.998661538
"cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]",4.738952067,4.738952067,4.767522423,0.068539338,0.929615118,0.080067653,0.457737327,0.531822647,0.99694338,0.642315806,0.998661538
"cheY; two-component system, chemotaxis family, response regulator CheY",3.643136264,3.740388294,3.483268654,-0.177863225,0.976955433,-0.189834596,0.425781261,0.780657817,0.99694338,0.597151223,0.998661538
cheZ; chemotaxis protein CheZ,-0.383873903,-0.744190498,-0.033579913,0.617337243,1.727490447,0.323733641,0.394018221,0.338546909,0.99694338,0.364715015,0.998661538
citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22],1.032771808,1.012129194,1.118761094,0.192943309,0.835972634,0.20352399,0.423927189,0.518941483,0.99694338,0.541855885,0.998661538
"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",4.557848495,4.526098436,4.587900883,0.055992736,0.528548529,0.095131753,0.443433038,0.568842398,0.99694338,0.640246393,0.998661538
"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",2.91995512,2.813937922,3.003370787,-0.089759015,1.233927283,-0.070620025,0.457737327,0.621327317,0.99694338,0.68715757,0.998661538
"cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",1.739957151,1.733937353,1.875937949,-0.137990786,1.122742167,-0.09794802,0.433029919,0.578437744,0.99694338,0.575838415,0.998661538
comEB; dCMP deaminase [EC:3.5.4.12],3.753575185,3.768718434,3.740446838,0.097714558,0.396737267,0.246087388,0.420572928,0.308362065,0.99694338,0.44064996,0.998661538
crt; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55],3.158266831,3.679087485,3.089170427,-0.195421913,1.065988053,-0.179489684,0.417968762,0.600659614,0.99694338,0.544366437,0.998661538
cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25],0.556826147,0.610312132,0.492513563,-0.110979063,0.733052175,-0.144048915,0.427083344,0.821122174,0.997147248,0.543961868,0.998661538
cysK; cysteine synthase A [EC:2.5.1.47],4.774370865,4.778229023,4.749434553,-0.040207145,0.401679879,-0.102451347,0.452535767,0.728411606,0.99694338,0.658278631,0.998661538
dam; DNA adenine methylase [EC:2.1.1.72],3.516670113,3.47432206,3.614297631,0.127473877,0.895533531,0.121502006,0.420026019,0.282409772,0.99694338,0.563868536,0.998661538
dapF; diaminopimelate epimerase [EC:5.1.1.7],4.128141169,4.126504757,4.129414397,0.054460814,0.357617735,0.14347727,0.430429139,0.408933033,0.99694338,0.600800779,0.998661538
dcuB; anaerobic C4-dicarboxylate transporter DcuB,0.230817059,0.389537256,0.192166057,-0.185713221,0.938336654,-0.174688513,0.42968751,0.862713656,0.997218659,0.601691959,0.998661538
deoB; phosphopentomutase [EC:5.4.2.7],2.91436508,2.948134165,2.907799186,0.101478702,0.721049375,0.128856798,0.435630698,0.445747597,0.99694338,0.626145777,0.998661538
dltD; D-alanine transfer protein,-2.052308287,-1.849541085,-2.375594331,-0.553608625,2.527707732,-0.19598213,0.40885418,0.731045602,0.996975392,0.55296362,0.998661538
