PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.caecum_mixture.oplsda.
328,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.10191,73-32-5,6306,769,C00407,HMDB00172,0.272006296,0.765886998,1.226687382,1.226687382,1.04167181
440,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.06552,51-35-4,5810,5605,C01157,HMDB00725,0.039307237,0.546909495,0.684584807,-2.921478798,1.036045273
4515,soyasaponin I,Xenobiotics,Food Component/Plant,43590,LC/MS Neg,100004481,5163,941.51154,51330-27-9,122097,NA,C08983,HMDB34649,0.502584974,0.822899862,0.44345007,-4.510090617,1.034994809
3134,"7,12-diketolithocholate",Lipid,Secondary Bile Acid Metabolism,31906,LC/MS Neg,100001070,4215,403.24899,517-33-9,3080560,2338317,NA,NA,0.210949044,0.720741384,0.691484636,-2.892327459,1.034397434
1974,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,52307,LC/MS Pos Early,100001621,516,335.07378,16824-65-0,167572,NA,NA,NA,0.492140984,0.822899862,0.635128007,-3.148971513,1.031381029
2666,"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",Lipid,Galactosyl Glycerolipids,54899,LC/MS Pos Late,100010879,2415,796.59333,NA,6535011,5019375,NA,NA,0.14028986,0.670990443,0.786563845,-2.542705226,1.029305872
249,xanthurenate,Amino Acid,Tryptophan Metabolism,15679,LC/MS Neg,100000015,1476,204.03023,59-007,5699,5497,C02470,HMDB00881,0.526384441,0.830217413,1.38634063,1.38634063,1.028064863
4360,dihydroferulate,Xenobiotics,Food Component/Plant,40481,LC/MS Neg,100003432,1928,195.06628,1135-23-5,14340,13701,NA,NA,0.149278173,0.690338778,0.552957981,-3.616911357,1.027439079
2701,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,54979,LC/MS Pos Late,1547,3392,566.55067,104404-17-3,5283565,4446678,NA,HMDB04950,0.597691266,0.870938269,1.096117976,1.096117976,1.023057123
1708,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.33666,NA,151731,133731,NA,NA,0.39557826,0.790722581,0.878533265,-2.276521652,1.022681879
2396,1-stearoyl-GPS (18:0)*,Lipid,Lysophospholipid,45966,LC/MS Neg,100004327,5800,524.29939,NA,9547101,7826051,NA,NA,0.181653023,0.700820765,1.315181852,1.315181852,1.02185556
1344,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,1118,LC/MS Neg,893,6240,311.29555,506-30-9,10467,10035,C06425,HMDB02212,0.3230084,0.778115102,1.426274291,1.426274291,1.020962445
554,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,2566-39-4,151023,133115,NA,HMDB11171,0.21799008,0.72833864,1.536495263,1.536495263,1.020525272
1512,tetradecanedioate (C14-DC),Lipid,"Fatty Acid, Dicarboxylate",35669,LC/MS Neg,100001613,3985,257.17583,821-38-5,13185,12630,NA,HMDB00872,0.704451359,0.910397488,1.019679468,1.019679468,1.014794377
1740,3-hydroxysuberate,Lipid,"Fatty Acid, Monohydroxy",31936,LC/MS Polar,100001143,3000,189.07684,73141-47-6,22328017,13498677,NA,HMDB00325,0.718432207,0.91326652,1.034542462,1.034542462,1.010648164
371,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.05434,65-82-7,448580,395338,C02712,HMDB11745,0.28507642,0.769432033,1.318903608,1.318903608,1.009507763
1304,acetylphosphate,Energy,Oxidative Phosphorylation,15488,LC/MS Polar,1211,4013.9,138.98018,94249-01-1,186,181,C00227,HMDB01494,0.420304201,0.808386673,1.856613303,1.856613303,1.009393672
1296,tricarballylate,Energy,TCA Cycle,15729,LC/MS Polar,2053,4200,175.02481,99-14-9,14925,14220,C19806,HMDB31193,0.474921798,0.822899862,1.213286713,1.213286713,1.009189984
3753,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.06178,73-24-5,190,185,C00147,HMDB00034,0.323971909,0.778115102,1.046469808,1.046469808,1.005869909
2409,1-palmitoyl-GPI (16:0),Lipid,Lysophospholipid,35305,LC/MS Neg,100001655,5564,571.28888,NA,NA,NA,NA,HMDB61695,0.489983917,0.822899862,0.544512239,-3.673012022,1.004954933
2523,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen,39270,LC/MS Pos Late,100003000,1558,438.2979,NA,NA,10471193,NA,NA,0.116457379,0.670184419,0.675591668,-2.960368066,1.001311693
1788,"12,13-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38395,LC/MS Neg,62,5137,313.23843,263399-35-5,10236635,8412123,C14829,HMDB04705,0.205656667,0.720741384,1.084967906,1.084967906,1.000703775
2318,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid,34419,LC/MS Pos Late,100001395,1465,520.33977,NA,11988421,10160888,C04100,HMDB10386,0.256662563,0.765886998,2.463436453,2.463436453,0.999969411
1507,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.14453,693-23-2,12736,12213,C02678,HMDB00623,0.817362607,0.919106997,1.025512669,1.025512669,0.999779137
1194,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.07176,NA,5780,440,C00794,HMDB00247,0.448661584,0.820159707,0.156689593,-12.76408958,0.998911812
4007,thiamin (Vitamin B1),Cofactors and Vitamins,Thiamine Metabolism,5341,LC/MS Pos Early,873,3050,265.11176,59-43-8,1130,NA,C00378,HMDB00235,0.366414294,0.781276428,1.176578971,1.176578971,0.995459622
4441,naringenin,Xenobiotics,Food Component/Plant,44663,LC/MS Neg,100000920,3437,271.06119,67604-48-2,932,907,C00509,HMDB02670,0.672396089,0.90273406,0.776172309,-2.576747428,0.99519065
1519,octadecanedioate (C18-DC),Lipid,"Fatty Acid, Dicarboxylate",36754,LC/MS Neg,100001615,5043,313.23843,871-70-5,70095,63283,NA,HMDB00782,0.666632914,0.90273406,1.038864008,1.038864008,0.995098257
129,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.08626,63-91-2,6140,5910,C00079,HMDB00159,0.16636363,0.700820765,1.418422232,1.418422232,0.992822733
3805,guanosine 2'-monophosphate (2'-GMP)*,Nucleotide,"Purine Metabolism, Guanine containing",52442,LC/MS Neg,100002733,1150,362.05116,NA,444571,392466,NA,NA,0.343436396,0.778115102,1.680093434,1.680093434,0.992605921
3841,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,234,C00099,HMDB00056,0.331373524,0.778115102,1.085032574,1.085032574,0.989772315
1396,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925,0.286973255,0.769838012,1.174693431,1.174693431,0.988425926
4352,daidzein,Xenobiotics,Food Component/Plant,32453,LC/MS Neg,100001219,3566,253.05063,486-66-8,5281708,4445025,C10208,HMDB03312,0.5512396,0.84230061,0.579901797,-3.448859809,0.985714681
1589,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860,232.15434,25576-40-3,439829,184820,C02862,HMDB02013,0.225707127,0.730272339,1.771219153,1.771219153,0.976706445
483,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.08117,3025-96-5,18189,17180,C02946,HMDB03681,0.619231175,0.881306827,0.868151645,-2.303744987,0.969818207
1619,N-linoleoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),32462,LC/MS Neg,1506,5510,336.25441,315636,6433346,4938516,NA,NA,0.516732016,0.824114028,0.754644736,-2.650253696,0.969164152
4258,"2,8-quinolinediol sulfate",Xenobiotics,Food Component/Plant,48691,LC/MS Neg,100004321,2612,239.99721,NA,NA,NA,NA,NA,0.172816761,0.700820765,2.622405582,2.622405582,0.968911693
1777,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",52938,LC/MS Neg,100008933,5674,299.25917,45261-96-9,5282907,4446034,NA,NA,0.571698899,0.855544027,1.832252264,1.832252264,0.967378282
3785,"guanosine-2',3'-cyclic monophosphate",Nucleotide,"Purine Metabolism, Guanine containing",37139,LC/MS Neg,74,1480,344.04016,15718-49-7,92823,369712,C06194,HMDB11629,0.270061642,0.765886998,1.575078007,1.575078007,0.965082259
3895,(3'-5')-uridylyladenosine,Nucleotide,Dinucleotide,52739,LC/MS Neg,100009059,1871,572.11478,3256-24-4,273124,240299,NA,NA,0.412371996,0.808386673,1.271826652,1.271826652,0.960755532
2854,mevalonolactone,Lipid,Mevalonate Metabolism,48118,LC/MS Pos Early,100000772,1375,131.07027,674-26-0,10428,9999,NA,HMDB06024,0.584377622,0.86273088,0.667736046,-2.995195501,0.958660973
3899,nicotinic acid mononucleotide (NaMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32461,LC/MS Pos Early,100001058,648,336.0479,321-02-8,5288991,108821,C01185,HMDB01132,0.549635539,0.842196861,0.739474319,-2.704624014,0.954821641
1399,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.26425,2091-25-0,5497181,4445971,C16527,HMDB02226,0.433680405,0.808386673,1.142920499,1.142920499,0.952871474
1343,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,12071,C16535,HMDB00772,0.399647233,0.792824483,1.198042059,1.198042059,0.950362391
2895,campesterol,Lipid,Sterol,33997,LC/MS Pos Late,100001269,2873,383.36724,474-62-4,173183,151215,C01789,HMDB02869,0.175493365,0.700820765,1.218987691,1.218987691,0.945817271
3098,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.28538,83-44-3,222528,389318,C04483,HMDB00626,0.236813949,0.741558342,1.413804204,1.413804204,0.944892463
3145,3-dehydrocholate,Lipid,Secondary Bile Acid Metabolism,43835,LC/MS Neg,100001062,5050,405.26464,2304-89-4,159655,140376,NA,HMDB00502,0.344084747,0.778115102,0.668776702,-2.990534798,0.943892466
1738,3-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",53230,LC/MS Neg,100006367,1725,131.07136,10191-24-9,151492,133518,NA,NA,0.211971103,0.720741384,0.820007964,-2.439000701,0.941366059
3902,nicotinamide ribonucleotide (NMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,22152,LC/MS Pos Early,1312,766,335.06388,1094-61-7,14180,13553,C00455,HMDB00229,0.343436396,0.778115102,0.731838613,-2.732842957,0.938227417
4214,shikimate,Xenobiotics,Food Component/Plant,15144,LC/MS Polar,100000293,2725,173.04554,138-59-0,8742,8412,C00493,HMDB03070,0.343436396,0.778115102,0.938845823,-2.130275229,0.938227417
3863,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",57554,LC/MS Pos Early,100010895,2411,258.10845,2140-72-9,150971,133067,NA,NA,0.865432806,0.92326884,0.975166421,-2.050931981,0.936946453
2699,N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),Lipid,Ceramides,57697,LC/MS Pos Late,100015642,2692,554.51429,34839-02-6,NA,30786072,NA,NA,0.432529148,0.808386673,1.066286795,1.066286795,0.935244255
3112,lithocholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4811,227.12,NA,NA,NA,NA,NA,0.372142404,0.781276428,0.729804244,-2.740460905,0.934977519
208,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.06661,13200-85-6,759256,663938,NA,NA,0.391552644,0.790722581,1.098031267,1.098031267,0.931829047
1704,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,542,LC/MS Polar,254,1480,103.04007,625-72-9,441,428,C01089,HMDB00357,0.078850344,0.647780054,0.488386748,-4.095115207,0.929879685
1285,alpha-ketoglutarate,Energy,TCA Cycle,528,LC/MS Polar,93,2700,145.01425,305-72-6;328-50-7;22202-68-2,51,50,C00026,HMDB00208,0.783525574,0.917681733,0.996305408,-2.007416586,0.923807796
495,cysteinylglycine,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos Early,278,2132,179.0485,19246-18-5,439498,58762,C01419,HMDB00078,0.108175627,0.670184419,1.363788754,1.363788754,0.921362262
122,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.08626,4043-87-2,849,826,C00408,HMDB00070,0.604608187,0.872311441,1.320621701,1.320621701,0.920608352
28,alanine,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700,90.05496,56-41-7,5950,5735,C00041,HMDB00161,0.325941482,0.778115102,1.211667065,1.211667065,0.919825863
1731,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",17945,LC/MS Neg,1239,5695,299.25917,629-22-1,69417,62625,C03045,NA,0.49343368,0.822899862,1.234299989,1.234299989,0.919815536
3739,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,LC/MS Polar,1002,1672,157.03671,97-59-6,204,199,C02350,HMDB00462,0.227980886,0.730272339,1.94287596,1.94287596,0.915515397
151,tyrosine,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430,182.08117,60-18-4,6057,5833,C00082,HMDB00158,0.234189677,0.741558342,1.27745703,1.27745703,0.914406414
4240,levulinate (4-oxovalerate),Xenobiotics,Food Component/Plant,22177,LC/MS Pos Early,100000765,1433,99.04406,123-76-2,11579,11091,NA,HMDB00720,0.471423703,0.822899862,1.089834413,1.089834413,0.911712742
1125,arabitol/xylitol,Carbohydrate,Pentose Metabolism,48885,LC/MS Polar,100006430,1932.4,151.0612,NA,6912,NA,C01904,NA,0.39508837,0.790722581,0.506605919,-3.947841754,0.906737696
4748,2-acetamidophenol sulfate,Xenobiotics,"Drug - Analgesics, Anesthetics",48580,LC/MS Neg,100006190,2251,230.01286,40712-60-5,181671,158023,NA,NA,0.174765471,0.700820765,3.560315563,3.560315563,0.906313119
4079,p-hydroxybenzaldehyde,Xenobiotics,Benzoate Metabolism,17665,LC/MS Neg,1276,2040,121.0295,123-08-0,126,123,C00633,HMDB11718,0.353853327,0.781276428,1.148852743,1.148852743,0.905422353
1724,2-hydroxyheptanoate*,Lipid,"Fatty Acid, Monohydroxy",61827,LC/MS Polar,100019960,925,145.08701,NA,2750949,2032206,NA,NA,0.683868491,0.90273406,0.749061483,-2.670007796,0.9033121
2881,3beta-hydroxy-5-cholestenoate,Lipid,Sterol,54805,LC/MS Neg,100006370,5398,415.32177,6561-58-6,165511,NA,C17333,NA,0.138605041,0.670639811,1.223775219,1.223775219,0.899532571
411,3-sulfo-L-alanine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",47089,LC/MS Pos Early,382,570,170.01178,498-40-8,72886,65718,C00506,HMDB02757,0.186736604,0.706866036,0.866536138,-2.308039921,0.899047233
1484,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate",37253,LC/MS Polar,100002070,3352.8,147.02989,40951-21-1,43,42,C02630,HMDB0059655,0.068167017,0.647780054,0.807255782,-2.477529484,0.897919313
230,N-methyltryptophan,Amino Acid,Tryptophan Metabolism,37456,LC/MS Pos Early,100002083,2910,219.11281,526-31-8,914,890,C02983,NA,0.105691442,0.670184419,0.775860261,-2.577783786,0.89732036
1262,N-acetylmuramate,Carbohydrate,Aminosugar Metabolism,18354,LC/MS Neg,100000283,860,292.10379,10597-89-4,5462244,74681,C02713,HMDB60493,0.519800765,0.824949084,1.049904342,1.049904342,0.896353889
3885,(3'-5')-cytidylyladenosine,Nucleotide,Dinucleotide,52744,LC/MS Neg,100009061,1754,571.13076,2382-66-3,91519,82640,NA,NA,0.252460158,0.765886998,1.208019346,1.208019346,0.895145213
1156,lactobionate,Carbohydrate,Disaccharides and Oligosaccharides,20685,LC/MS Polar,100000826,3791.4,357.10385,96-82-2,7314,7040,NA,NA,0.48514785,0.822899862,0.400908819,-4.988665516,0.894900774
32,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1370,118.08626,2812-31-9,5488191,4589713,NA,NA,0.602594292,0.872287767,0.781664208,-2.558643444,0.894699986
2848,dehydrophytosphingosine*,Lipid,Sphingosines,63037,LC/MS Pos Late,100021236,1302,316.28462,NA,NA,26333231,NA,NA,0.455244301,0.822899862,0.954666506,-2.094972419,0.890932167
304,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.08226,16284-60-9,546304,475516,NA,HMDB00678,0.783600576,0.917681733,0.991850919,-2.016432068,0.88776061
2085,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,Phosphatidylcholine (PC),52697,LC/MS Pos Late,100009130,2011,832.58509,NA,NA,24766785,NA,HMDB08123,0.590631428,0.864651462,1.513849735,1.513849735,0.886024017
1401,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,4445934,C16533,HMDB61714,0.635464775,0.883930378,1.528988844,1.528988844,0.885496257
2707,N-palmitoyl-sphingadienine (d18:2/16:0)*,Lipid,Ceramides,57416,LC/MS Pos Late,100015609,2490,536.50372,NA,NA,NA,NA,NA,0.494117726,0.822899862,1.076387251,1.076387251,0.884109373
4431,mannonate*,Xenobiotics,Food Component/Plant,62864,LC/MS Polar,100003695,2736,195.05102,642-99-9,3246006,2496757,NA,NA,0.361486576,0.781276428,0.520168212,-3.844910077,0.88127179
1131,arabonate/xylonate,Carbohydrate,Pentose Metabolism,48255,LC/MS Polar,100006115,2700,165.04046,NA,NA,NA,NA,NA,0.599914755,0.870938269,0.81812032,-2.444628194,0.879811945
269,indolepropionate,Amino Acid,Tryptophan Metabolism,32405,LC/MS Neg,100001083,2795,188.0717,830-96-6,3744,3613,NA,HMDB02302,0.137854183,0.670639811,1.39292613,1.39292613,0.876797328
5108,"2,6-dihydroxybenzoic acid",Xenobiotics,Drug - Topical Agents,63042,LC/MS Polar,100020837,729,153.01933,303-07-1,9338,8974,NA,HMDB13676,0.628511995,0.881306827,0.905548756,-2.208605542,0.875146232
1642,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.34214,6865-14-1,461,448,C02990,HMDB00222,0.467760674,0.822899862,1.131153901,1.131153901,0.873921169
253,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.03931,98-98-6,1018,993,C10164,HMDB02243,0.571752323,0.855544027,0.825779217,-2.421954876,0.872407737
3782,guanosine 5'- monophosphate (5'-GMP),Nucleotide,"Purine Metabolism, Guanine containing",2849,LC/MS Neg,347,653.2,362.05072,1333479,6804,741,C00144,HMDB01397,0.66719298,0.90273406,2.587151801,2.587151801,0.871908633
51,"glutamate, gamma-methyl ester",Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170,162.07609,1499-55-4;1499-55-4,68662,66546,NA,HMDB61715,0.619488442,0.881306827,1.044558284,1.044558284,0.868926576
4090,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,36099,LC/MS Neg,100001756,3580,201.0227,123-07-9,NA,NA,C13637,HMDB62551,0.170960797,0.700820765,3.2986053,3.2986053,0.865701358
1323,butyrate (4:0),Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1062,87.04515,109-92-6,264,259,C00246,HMDB00039,0.461601415,0.822899862,0.888852381,-2.250092414,0.863083223
290,N-butyryl-leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63415,LC/MS Neg,100021474,3470,200.12921,NA,NA,14028016,NA,NA,0.293439163,0.773654391,1.500261719,1.500261719,0.85058643
3893,(3'-5')-uridylylguanosine,Nucleotide,Dinucleotide,52742,LC/MS Neg,100009057,1637,588.10969,574985,107394,96654,NA,NA,0.334789443,0.778115102,1.271486643,1.271486643,0.845341302
1936,chiro-inositol,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.06159,643-12-9,NA,10254647,C19891,HMDB34220,0.533330263,0.836910706,0.688944762,-2.902990357,0.842759662
16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.06552,72-19-5,6288,6051,C00188,HMDB00167,0.269917835,0.765886998,1.25189109,1.25189109,0.839959486
2762,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Lactosylceramides (LCER),53010,LC/MS Pos Late,100009030,2527,862.62502,4201-62-1,NA,NA,NA,NA,0.274761805,0.765886998,1.213593522,1.213593522,0.837069702
463,putrescine,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027,89.10733,110-60-1,1045,13837702,C00134,HMDB01414,0.110118984,0.670184419,1.366451143,1.366451143,0.834577121
2834,sphingosine,Lipid,Sphingosines,17747,LC/MS Pos Late,297,1393,300.28971,123-78-4,5353955,4510275,C00319,HMDB00252,0.225704945,0.730272339,1.186507412,1.186507412,0.83336012
1592,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.13869,17298-37-2,107738,96904,C03017,HMDB00824,0.304674973,0.773654391,1.467611116,1.467611116,0.829784347
1308,malonylcarnitine,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.11287,853728-01-5,22833583,21403153,NA,HMDB02095,0.198537637,0.706946876,2.19326835,2.19326835,0.829236161
273,indole,Amino Acid,Tryptophan Metabolism,33965,LC/MS Neg,100000264,4302,116.05057,120-72-9,798,776,C00463,HMDB00738,0.42728728,0.808386673,1.382011511,1.382011511,0.827361756
469,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.16518,124-20-9,1102,1071,C00315,HMDB01257,0.275293217,0.765886998,1.459761036,1.459761036,0.826540542
84,1-methylhistamine,Amino Acid,Histidine Metabolism,43831,LC/MS Pos Early,100001204,3040,126.10258,501-75-7,3614,3488,C05127,HMDB00898,0.135467229,0.670639811,1.681266372,1.681266372,0.825094077
111,5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,43582,LC/MS Pos Early,100002462,2755,325.16055,32448-36-5,NA,NA,NA,NA,0.569298626,0.855544027,0.856673036,-2.334612994,0.824694645
31,N-methylalanine,Amino Acid,Alanine and Aspartate Metabolism,37069,LC/MS Pos Early,100001823,1580,104.07061,600-21-5,5288725,4450824,C02721,HMDB01906,0.125645296,0.670184419,1.247771037,1.247771037,0.82027313
82,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.08693,51-45-6,774,753,C00388,HMDB00870,0.261684129,0.765886998,1.6311238,1.6311238,0.819992367
4516,soyasaponin II,Xenobiotics,Food Component/Plant,43589,LC/MS Neg,100004482,5175,911.50097,55319-36-3,171435,NA,C12081,HMDB34650,0.759633008,0.913392075,0.448620662,-4.45810942,0.818943926
474,(N(1) + N(8))-acetylspermidine,Amino Acid,Polyamine Metabolism,57814,LC/MS Pos Early,100016038,3080,188.17574,NA,NA,NA,NA,NA,0.313748479,0.778115102,0.900907732,-2.219983166,0.813722648
4369,equol sulfate,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.04383,NA,NA,23936050,NA,NA,0.180972088,0.700820765,3.65294764,3.65294764,0.811946879
3749,"adenosine-2',3'-cyclic monophosphate",Nucleotide,"Purine Metabolism, Adenine containing",37467,LC/MS Neg,72,1793,328.04524,37063-35-7,2024,1947,C02353,HMDB11616,0.323222834,0.778115102,2.335295117,2.335295117,0.810764039
3842,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Polar,100002102,1750,130.05096,3025-95-4,76406,68881,C01073,NA,0.154165921,0.693958412,1.617139342,1.617139342,0.810247542
4223,diaminopimelate,Xenobiotics,Food Component/Plant,15130,LC/MS Pos Early,100000115,2569,191.10264,1476-39-7;2577-62-0,439283,1267353,C00666,HMDB01370,0.630443468,0.882243588,1.077774517,1.077774517,0.808293158
4216,3-dehydroshikimate,Xenobiotics,Food Component/Plant,36764,LC/MS Polar,100001679,1962,171.02989,2922-42-1,80,79,C02637,NA,0.32740075,0.778115102,1.369771189,1.369771189,0.803455391
1373,nervonate (24:1n9)*,Lipid,Long Chain Monounsaturated Fatty Acid,52674,LC/MS Neg,100001231,6804,365.3425,506-37-6,5281120,4444565,C08323,HMDB02368,0.58829578,0.864123752,1.314542722,1.314542722,0.801614898
1386,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,NA,C16513,HMDB06528,0.450020194,0.820495372,1.021621957,1.021621957,0.800868384
3113,lithocholic acid sulfate (2),Lipid,Secondary Bile Acid Metabolism,62527,LC/MS Neg,100020824,5028,227.12,NA,NA,NA,NA,NA,0.473030099,0.822899862,0.805720812,-2.482249397,0.800545285
2315,1-oleoyl-GPC (18:1),Lipid,Lysophospholipid,48258,LC/MS Pos Late,100001272,1540,522.35542,19420-56-5,16081932,17240641,NA,HMDB02815,0.42715525,0.808386673,2.069864261,2.069864261,0.783910423
4127,2-(4-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35632,LC/MS Neg,100001622,1797.3,165.05571,938-96-5,102526,92601,C03080,HMDB41683,0.717138644,0.91326652,0.994233186,-2.011600527,0.783240412
4566,feruloylputrescine,Xenobiotics,Food Component/Plant,48518,LC/MS Pos Early,100006048,2862,265.15467,501-13-3,5281796,4445108,C10497,NA,0.285382357,0.769432033,1.457481788,1.457481788,0.782663909
1972,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659,216.06315,33049-08-0,123874,110410,C01233,HMDB00114,0.411634748,0.808386673,0.823963264,-2.42729268,0.781603902
1523,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",39831,LC/MS Neg,100002951,5200.9,341.26973,2424-92-2,75502,68030,NA,NA,0.931100683,0.92326884,0.985457794,-2.029513604,0.781216583
1688,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.33197,251981-06-3,NA,28639201,NA,NA,0.848096587,0.92326884,0.501950015,-3.984460486,0.780989488
1139,maltotetraose,Carbohydrate,Glycogen Metabolism,15910,LC/MS Neg,100000275,910,665.21458,34612-38-9,446495,393830,C02052,HMDB01296,0.598691002,0.870938269,0.64572536,-3.097292011,0.780953581
