gene_id,gene_name,gene_source,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,FC
ENSRNOG00000023152,Tmem201,ensembl,protein_coding,54.06791799,0.148827368,0.182984516,0.813333123,0.416027091,0.781664339,1.108667973
ENSRNOG00000017496,Cnp,ensembl,protein_coding,161.054955,-0.159606136,0.196266016,-0.81321331,0.41609577,0.781664339,-1.116982154
ENSRNOG00000000894,Fry,ensembl_havana,protein_coding,16.55448715,0.38405103,0.472280642,0.813183933,0.41611261,0.781664339,1.305001107
ENSRNOG00000058940,Rab11fip1,ensembl_havana,protein_coding,99.07049391,-0.106809888,0.131412038,-0.812786177,0.416340662,0.781963462,-1.076844465
ENSRNOG00000019490,Slc20a2,ensembl,protein_coding,642.8972657,-0.151293273,0.186211285,-0.812481765,0.416515245,0.782115913,-1.110564568
ENSRNOG00000018381,Cdkal1,havana,protein_coding,19.70232705,-0.222507167,0.273943349,-0.812237888,0.416655143,0.782115913,-1.166759462
ENSRNOG00000006995,Ano6,ensembl,protein_coding,151.7112382,0.1834389,0.22588362,0.812094739,0.416737272,0.782115913,1.135587521
ENSRNOG00000011690,Rmdn3,ensembl,protein_coding,496.8592497,-0.104513623,0.12869687,-0.812091415,0.416739179,0.782115913,-1.07513187
ENSRNOG00000059319,AABR07028013.1,havana,processed_pseudogene,99.24271184,-0.180946785,0.222828601,-0.812044702,0.416765982,0.782115913,-1.133627597
ENSRNOG00000017321,Trub1,ensembl,protein_coding,41.84748551,-0.124472848,0.153333316,-0.811779537,0.416918146,0.782272274,-1.090109341
ENSRNOG00000013445,Aaas,ensembl,protein_coding,56.39027804,-0.168084255,0.207153878,-0.811398059,0.417137114,0.78247423,-1.123565518
ENSRNOG00000011492,LOC108348302,ensembl,protein_coding,17.36772347,-0.239411199,0.295076825,-0.811352092,0.417163503,0.78247423,-1.180510766
ENSRNOG00000018767,Rbm17,ensembl,protein_coding,268.2477862,-0.110062424,0.135684968,-0.811161515,0.417272923,0.782550293,-1.079274935
ENSRNOG00000010650,Plekhh1,ensembl,protein_coding,14.52678821,0.291471824,0.359422451,0.810944958,0.417397281,0.782623527,1.223888241
ENSRNOG00000020182,Mvp,ensembl,protein_coding,638.497316,-0.142228602,0.175406009,-0.810853646,0.417449723,0.782623527,-1.103608598
ENSRNOG00000001349,Mcm7,ensembl,protein_coding,79.86359333,-0.1732841,0.21376683,-0.81062202,0.417582767,0.782743812,-1.127622445
ENSRNOG00000032546,Dot1l,ensembl,protein_coding,75.52638541,0.177273305,0.218759302,0.810357793,0.417734568,0.782825221,1.130744756
ENSRNOG00000029244,Pcdhb10,ensembl,protein_coding,11.63937354,0.473269837,0.584062671,0.8103066,0.417763983,0.782825221,1.388252349
ENSRNOG00000020770,Arl4d,ensembl,protein_coding,46.99983845,0.228962256,0.282661117,0.810023884,0.417926449,0.782934838,1.171991621
ENSRNOG00000012085,Isca2,ensembl,protein_coding,426.1205959,-0.142061359,0.175391971,-0.80996501,0.417960286,0.782934838,-1.103480671
ENSRNOG00000020813,Ltbp3,ensembl,protein_coding,32.83047221,-0.199960179,0.24699711,-0.809564852,0.418190316,0.783236618,-1.148666649
ENSRNOG00000014660,Usp53,ensembl,protein_coding,61.52171849,-0.152134949,0.188151918,-0.808575065,0.418759612,0.784173611,-1.111212666
ENSRNOG00000012393,S100a13,ensembl,protein_coding,42.154153,-0.23319909,0.288453899,-0.808444923,0.4188345,0.784184614,-1.175438526
ENSRNOG00000010894,Tmem203,ensembl,protein_coding,90.60743421,0.150676991,0.186431355,0.808217001,0.418965672,0.784300978,1.110090264
ENSRNOG00000011216,Tbl1xr1,ensembl,protein_coding,544.7007946,0.098255245,0.121604368,0.807991084,0.419095715,0.784311787,1.070478073
ENSRNOG00000057798,AC102976.1,ensembl,protein_coding,43.40799417,0.277967132,0.344103634,0.807800629,0.419205363,0.784311787,1.212485196
ENSRNOG00000060914,Nudcd2,ensembl,protein_coding,276.8126035,0.208413679,0.258035382,0.807694191,0.419266649,0.784311787,1.155417042
ENSRNOG00000022289,Aip,ensembl,protein_coding,214.6421451,-0.093164016,0.115356013,-0.807621671,0.419308407,0.784311787,-1.066707045
ENSRNOG00000020607,Bckdha,ensembl,protein_coding,1509.246668,-0.091533835,0.113360913,-0.807454986,0.419404399,0.784311787,-1.065502394
ENSRNOG00000009536,Pgp,ensembl,protein_coding,258.6541442,-0.16892804,0.209217745,-0.807426925,0.41942056,0.784311787,-1.124222848
ENSRNOG00000009280,Mkrn1,ensembl,protein_coding,413.2339006,-0.073713713,0.091301279,-0.807367805,0.41945461,0.784311787,-1.052422293
ENSRNOG00000005059,LOC100911917,ensembl,protein_coding,48.82823646,0.414799906,0.514380863,0.806406179,0.420008685,0.785218607,1.333113769
ENSRNOG00000005408,Natd1,ensembl,protein_coding,336.0230211,0.18197877,0.225759497,0.8060736,0.420200413,0.785447819,1.134438791
ENSRNOG00000014182,Tns1,ensembl,protein_coding,78.84494636,-0.247620588,0.30735462,-0.805651103,0.420444051,0.785772794,-1.187247393
ENSRNOG00000023509,Irs2,ensembl,protein_coding,192.549749,-0.186289297,0.231311872,-0.805359862,0.420612047,0.785772794,-1.13783337
ENSRNOG00000009183,Szrd1,ensembl,protein_coding,704.7765186,-0.082145752,0.101999127,-0.805357398,0.420613468,0.785772794,-1.058591336
ENSRNOG00000010729,Usp8,ensembl,protein_coding,440.4083119,0.066566099,0.08268862,0.805021293,0.420807392,0.785772794,1.047221121
ENSRNOG00000010881,Trak2,ensembl,protein_coding,197.1150019,0.101975276,0.126683476,0.804961146,0.420842101,0.785772794,1.073241894
ENSRNOG00000019528,Plekhg6,ensembl,protein_coding,30.928595,0.13922204,0.172974626,0.804869728,0.420894859,0.785772794,1.101311084
ENSRNOG00000052429,Stard3nl,ensembl,protein_coding,108.1773464,-0.10561146,0.131221399,-0.804834125,0.420915407,0.785772794,-1.075950315
ENSRNOG00000018069,Ngdn,ensembl,protein_coding,128.9542207,-0.155345917,0.193084304,-0.80454969,0.421079584,0.785772794,-1.113688617
ENSRNOG00000033316,Foxo4,ensembl_havana,protein_coding,218.1220198,0.139795853,0.173776986,0.804455506,0.421133956,0.785772794,1.101749203
ENSRNOG00000021312,Dnaaf5,ensembl,protein_coding,79.53567497,-0.085598841,0.106430273,-0.804271555,0.421240162,0.785772794,-1.061128109
ENSRNOG00000001531,Chac2,ensembl,protein_coding,215.6523425,0.117791729,0.146463962,0.804236939,0.421260149,0.785772794,1.085072717
ENSRNOG00000013668,Capg,ensembl,protein_coding,36.42983128,-0.230875296,0.287098455,-0.80416767,0.421300147,0.785772794,-1.173546735
ENSRNOG00000016622,LOC100910438,ensembl,protein_coding,92.03700597,0.30931674,0.384672553,0.804104003,0.421336913,0.785772794,1.239120714
ENSRNOG00000002275,Fip1l1,ensembl,protein_coding,156.8979311,0.097216765,0.120902162,0.80409451,0.421342395,0.785772794,1.069707799
ENSRNOG00000018114,Acadvl,ensembl,protein_coding,2737.972731,-0.068632655,0.08537179,-0.80392663,0.42143935,0.785824636,-1.048722264
ENSRNOG00000000839,Nfkbil1,ensembl_havana,protein_coding,53.927695,-0.144185356,0.17941248,-0.803652881,0.421597474,0.785990499,-1.105106459
ENSRNOG00000032327,Pdia5,ensembl,protein_coding,604.4156751,-0.127235636,0.158368105,-0.803417051,0.421733723,0.786115534,-1.09219892
ENSRNOG00000017597,Fbp1,ensembl,protein_coding,5819.401148,-0.179500961,0.223507504,-0.803109326,0.421911548,0.786178897,-1.13249208
ENSRNOG00000024101,Phkb,ensembl,protein_coding,105.6368354,0.266714187,0.332105066,0.803101832,0.421915879,0.786178897,1.203064663
ENSRNOG00000000645,Reep3,ensembl,protein_coding,1262.922444,-0.106400345,0.132503698,-0.802999058,0.421975279,0.786178897,-1.076538821
ENSRNOG00000017170,Med4,ensembl,protein_coding,232.2484252,0.082316053,0.102612713,0.802201319,0.422436514,0.786668834,1.058716304
ENSRNOG00000029785,Cdc26,ensembl,protein_coding,152.7428629,-0.106033045,0.132181409,-0.802178205,0.422449882,0.786668834,-1.076264776
ENSRNOG00000011945,Cyfip1,ensembl,protein_coding,449.8485183,-0.076674576,0.095586771,-0.802146321,0.422468323,0.786668834,-1.054584411
ENSRNOG00000057628,Slc5a6,ensembl,protein_coding,208.5475375,0.152505731,0.190141285,0.802065325,0.422515172,0.786668834,1.111498292
ENSRNOG00000019799,Pcdhgc3,ensembl,protein_coding,34.21150565,-0.306233331,0.381994502,-0.801669473,0.422744179,0.786956563,-1.236475224
ENSRNOG00000008490,Cwc15,ensembl,protein_coding,749.9622076,-0.179505607,0.223961662,-0.801501495,0.422841379,0.786956563,-1.132495727
ENSRNOG00000010797,Esm1,ensembl,protein_coding,16.63575504,0.436020139,0.544046491,0.801439117,0.422877477,0.786956563,1.352867116
ENSRNOG00000007975,Ncoa2,ensembl,protein_coding,70.82067225,-0.298236045,0.372389579,-0.800871082,0.423206283,0.787390179,-1.229640037
ENSRNOG00000005191,Trim44,ensembl,protein_coding,22.77691453,0.283448582,0.353966892,0.800777103,0.423260697,0.787390179,1.217100737
ENSRNOG00000042426,Cyp4v3,ensembl,protein_coding,3829.239988,-0.154477706,0.19293374,-0.800677508,0.423318367,0.787390179,-1.113018603
ENSRNOG00000004402,Lpgat1,ensembl,protein_coding,960.8084788,-0.23786597,0.29732497,-0.800020162,0.423699116,0.787969403,-1.179247032
ENSRNOG00000026403,Naf1,ensembl,protein_coding,26.46164142,0.199633214,0.249658254,0.799625932,0.423927558,0.788265234,1.148406351
ENSRNOG00000009332,Rec114,ensembl,protein_coding,18.19550617,0.491732759,0.615233811,0.799261599,0.424138741,0.788362125,1.406132707
ENSRNOG00000014597,Irs1,ensembl,protein_coding,82.37766625,-0.193993118,0.242742715,-0.799171741,0.424190835,0.788362125,-1.143925516
ENSRNOG00000054017,LOC100912564,ensembl,protein_coding,786.2729335,-0.177539676,0.222177833,-0.79908816,0.424239294,0.788362125,-1.130953549
ENSRNOG00000016303,Zfp236,ensembl,protein_coding,20.93397342,0.294848144,0.368999792,0.799046911,0.424263211,0.788362125,1.226755844
ENSRNOG00000045933,LOC102556148,ensembl,protein_coding,32.09985869,0.271910568,0.340410148,0.798773391,0.424421822,0.788362125,1.207405743
ENSRNOG00000029194,Dhx30,ensembl,protein_coding,183.1391132,-0.094090549,0.117817724,-0.798611158,0.424515916,0.788362125,-1.06739233
ENSRNOG00000002735,Dhx9,ensembl,protein_coding,330.8444623,-0.145000603,0.181641843,-0.798277541,0.424709448,0.788362125,-1.105731116
ENSRNOG00000010824,Parp8,ensembl,protein_coding,12.07628615,0.302696963,0.379272487,0.798098921,0.424813087,0.788362125,1.233448058
ENSRNOG00000017593,Mtr,ensembl,protein_coding,44.82845945,0.237016352,0.296997387,0.798041874,0.424846191,0.788362125,1.178552765
ENSRNOG00000049856,Zfp617,ensembl,protein_coding,11.02129918,-0.286678288,0.359256461,-0.797976708,0.424884007,0.788362125,-1.219828466
ENSRNOG00000018140,Smad2,ensembl,protein_coding,99.37689385,0.157432532,0.197320169,0.797853217,0.424955675,0.788362125,1.115300545
ENSRNOG00000037137,Svip,ensembl,protein_coding,124.4765206,0.268181677,0.336162148,0.797774762,0.42500121,0.788362125,1.204289027
ENSRNOG00000023356,Eif5b,ensembl,protein_coding,1119.330961,0.329847315,0.413497785,0.797700318,0.425044419,0.788362125,1.256880347
ENSRNOG00000017610,Nedd4l,ensembl,protein_coding,232.0062844,0.102819575,0.128909513,0.797610457,0.425096581,0.788362125,1.073870164
ENSRNOG00000010888,Ankrd33b,ensembl,protein_coding,38.26618101,-0.280772963,0.352037515,-0.797565461,0.425122701,0.788362125,-1.214845596
ENSRNOG00000058130,Pym1,ensembl,protein_coding,106.640056,0.135585966,0.170011813,0.79750909,0.425155426,0.788362125,1.098538907
ENSRNOG00000048831,Sowahc,ensembl,protein_coding,60.99564526,-0.161003279,0.201913586,-0.797387052,0.425226277,0.788362125,-1.118064392
ENSRNOG00000017460,Imp3,ensembl,protein_coding,158.6639711,0.14706384,0.184433076,0.79738322,0.425228502,0.788362125,1.107313583
ENSRNOG00000010574,Ptpn1,ensembl,protein_coding,49.97308048,-0.111974953,0.140532499,-0.796790451,0.425572742,0.788783281,-1.08070664
ENSRNOG00000054890,Flna,ensembl,protein_coding,174.9204527,-0.184152082,0.231128196,-0.796752994,0.4255945,0.788783281,-1.136149026
ENSRNOG00000001099,Rbak,ensembl,protein_coding,27.52728961,0.190004765,0.238721307,0.795927132,0.42607439,0.78933536,1.140767484
ENSRNOG00000011315,Med16,ensembl_havana,protein_coding,158.7846837,-0.15707829,0.197392792,-0.795765077,0.426168593,0.78933536,-1.115026726
ENSRNOG00000017319,Mertk,ensembl,protein_coding,214.5723712,0.109365631,0.137436727,0.795752586,0.426175856,0.78933536,1.078753792
ENSRNOG00000013917,Igsf10,ensembl_havana,protein_coding,38.15533984,-0.182110643,0.228880266,-0.795658998,0.426230265,0.78933536,-1.134542492
ENSRNOG00000031612,Gls2,ensembl,protein_coding,1680.859542,-0.100482463,0.126290929,-0.795642761,0.426239705,0.78933536,-1.072131943
ENSRNOG00000042070,Ticam2,ensembl,protein_coding,13.76915529,0.233028924,0.293029014,0.795241811,0.426472854,0.789464661,1.175299891
ENSRNOG00000003229,Tspan7,ensembl,protein_coding,1012.28901,-0.12467968,0.156808385,-0.795108505,0.426550388,0.789464661,-1.090265636
ENSRNOG00000037087,LOC108351584,ensembl,protein_coding,57.10670087,-0.1925316,0.242172864,-0.795017229,0.42660348,0.789464661,-1.142767252
ENSRNOG00000014785,Ykt6,ensembl,protein_coding,91.28959282,0.189627597,0.238586604,0.794795659,0.426732377,0.789464661,1.140469289
ENSRNOG00000056009,Rab11fip5,ensembl,protein_coding,29.42273181,-0.351154576,0.441876137,-0.794690065,0.426793813,0.789464661,-1.275581055
ENSRNOG00000013039,Add1,ensembl,protein_coding,555.9065119,0.11832281,0.148900942,0.794641117,0.426822294,0.789464661,1.085472225
ENSRNOG00000034038,AABR07005844.1,ensembl,protein_coding,39.77411155,0.230118016,0.289642961,0.794488551,0.426911072,0.789464661,1.172930894
ENSRNOG00000048174,Uqcrq,ensembl,protein_coding,2747.050284,-0.206490427,0.259929528,-0.79440927,0.426957209,0.789464661,-1.153877785
ENSRNOG00000012852,Bin1,ensembl,protein_coding,124.7783634,0.146603043,0.184605542,0.794142156,0.427112679,0.789464661,1.106959963
ENSRNOG00000024186,Eef1b2,ensembl,protein_coding,1713.692503,-0.092707457,0.116744119,-0.794108151,0.427132473,0.789464661,-1.066369525
ENSRNOG00000016891,Uimc1,ensembl,protein_coding,291.7942209,0.18955259,0.238698816,0.794107795,0.42713268,0.789464661,1.140409996
ENSRNOG00000021199,Fcgr1a,ensembl,protein_coding,52.71777549,-0.163111689,0.205407149,-0.794089639,0.427143249,0.789464661,-1.119699569
ENSRNOG00000042901,Cfhr1,ensembl,protein_coding,7665.773056,-0.102604221,0.129244201,-0.793878725,0.427266036,0.78953971,-1.073709877
ENSRNOG00000030111,Cyp11b3,ensembl_havana,protein_coding,15.19532575,-0.307720324,0.387663912,-0.793781197,0.427322821,0.78953971,-1.237750321
ENSRNOG00000010645,Lgals3,ensembl,protein_coding,116.5613675,0.173004011,0.218009193,0.793562917,0.427449928,0.789604276,1.127403547
ENSRNOG00000026853,Urb2,ensembl,protein_coding,41.23309192,0.156244312,0.19690958,0.793482529,0.427496744,0.789604276,1.114382349
ENSRNOG00000032585,AABR07048992.1,ensembl,protein_coding,23.6732655,-0.974376235,1.2286971,-0.793015818,0.427768607,0.789915605,-1.964791515
ENSRNOG00000003626,Atp5pd,ensembl,protein_coding,4373.018921,-0.222086888,0.280119782,-0.79282829,0.427877872,0.789915605,-1.166419616
ENSRNOG00000003924,Pi4k2b,ensembl,protein_coding,190.0438601,0.245161417,0.3092367,0.792795347,0.427897068,0.789915605,1.185225373
ENSRNOG00000008822,Fkbp1a,ensembl,protein_coding,1328.581704,-0.066343901,0.083691902,-0.792715897,0.427943366,0.789915605,-1.047059844
ENSRNOG00000027057,Gga3,ensembl,protein_coding,45.80955487,0.157171779,0.198388971,0.792240507,0.428220454,0.790298687,1.115098983
ENSRNOG00000011111,Cipc,ensembl,protein_coding,81.71476234,0.135422843,0.171011229,0.791894449,0.428422224,0.790529506,1.098414704
ENSRNOG00000023781,Plec,ensembl,protein_coding,426.8244462,0.120347165,0.152047193,0.791511913,0.428645327,0.790529506,1.086996402
ENSRNOG00000038933,Spcs3,ensembl,protein_coding,1655.364498,0.11657181,0.147281006,0.791492492,0.428656656,0.790529506,1.084155585
ENSRNOG00000025806,Prr3,ensembl_havana,protein_coding,101.5797299,0.144337491,0.182367497,0.791464997,0.428672694,0.790529506,1.105223
ENSRNOG00000022555,LOC497899,ensembl,protein_coding,88.29542001,-0.109628789,0.138529869,-0.791372931,0.428726401,0.790529506,-1.078950582
ENSRNOG00000010392,Nrg1,ensembl,protein_coding,42.71026577,-0.204253375,0.258120459,-0.79131029,0.428762945,0.790529506,-1.152089962
ENSRNOG00000008510,Abtb2,ensembl,protein_coding,210.8086959,-0.287824225,0.363975438,-0.790779254,0.429072818,0.790761178,-1.220797764
ENSRNOG00000021150,Plcb3,ensembl,protein_coding,125.9018621,-0.128340255,0.162320853,-0.790657842,0.429143683,0.790761178,-1.093035498
ENSRNOG00000014234,Hif1an,ensembl,protein_coding,19.41397934,-0.42379927,0.536022619,-0.790636916,0.429155898,0.790761178,-1.341455568
ENSRNOG00000021082,Kdelr1,ensembl,protein_coding,1138.806099,-0.06152896,0.07783416,-0.790513574,0.429227898,0.790761178,-1.043571146
ENSRNOG00000004843,Pole3,ensembl,protein_coding,12.72195821,-0.675547664,0.854584102,-0.79049875,0.429236552,0.790761178,-1.597202975
ENSRNOG00000043223,Zfp949,ensembl,protein_coding,54.61620208,0.1691701,0.214065975,0.790270849,0.429369608,0.790878076,1.124411489
ENSRNOG00000038960,RGD1309362,ensembl,protein_coding,625.2319889,0.483821174,0.612390017,0.790053987,0.42949624,0.790888488,1.398442731
ENSRNOG00000020185,Wdr6,ensembl,protein_coding,300.3282692,-0.232024835,0.293737663,-0.789904951,0.42958328,0.790888488,-1.174482189
ENSRNOG00000036674,Cd7,ensembl,protein_coding,17.08198963,-0.22846331,0.289229355,-0.789903604,0.429584066,0.790888488,-1.171586366
ENSRNOG00000004588,Zbed4,ensembl,protein_coding,93.21504728,-0.196834863,0.24924955,-0.789710001,0.429697149,0.790935444,-1.146180981
ENSRNOG00000020379,Cog8,ensembl,protein_coding,252.4930067,-0.078313513,0.099178533,-0.789621611,0.429748784,0.790935444,-1.055783125
ENSRNOG00000020020,Wbp1l,ensembl,protein_coding,2932.906231,0.133803078,0.169483599,0.789475081,0.429834388,0.790964481,1.097182166
ENSRNOG00000012367,Pcdh7,ensembl,protein_coding,16.51843204,0.334219129,0.423407175,0.789356319,0.429903779,0.790964481,1.260694862
ENSRNOG00000057284,Cenpb,ensembl,protein_coding,399.8643317,-0.12216893,0.154795814,-0.789226319,0.429979742,0.790976171,-1.088369875
ENSRNOG00000019298,Dctn4,ensembl,protein_coding,44.71919542,0.232855699,0.295219249,0.788755135,0.430255136,0.791354664,1.175158781
ENSRNOG00000007735,Pigm,ensembl,protein_coding,191.4325251,0.187267062,0.237502652,0.788484088,0.430413603,0.791375622,1.13860478
ENSRNOG00000019354,Ptch1,ensembl,protein_coding,156.6273522,0.12923879,0.16392804,0.788387336,0.430470176,0.791375622,1.093716471
ENSRNOG00000015589,Smyd5,ensembl,protein_coding,57.2722212,0.156550879,0.1985733,0.78837829,0.430475466,0.791375622,1.114619176
ENSRNOG00000007671,Smu1,ensembl,protein_coding,374.3571974,-0.120333461,0.152668037,-0.78820337,0.430577758,0.79143563,-1.086986077
ENSRNOG00000022229,Sdad1,ensembl,protein_coding,35.60478583,0.248217101,0.315031244,0.787912645,0.430747804,0.791620135,1.187738387
ENSRNOG00000017916,Rexo1,ensembl,protein_coding,118.9346938,0.114020386,0.144885291,0.786970056,0.431299395,0.792505665,1.082239937
ENSRNOG00000047877,AABR07064622.1,ensembl,protein_coding,13.44329815,-1.246372283,1.584238341,-0.786732811,0.431438293,0.792511474,-2.372441121
ENSRNOG00000003863,Trir,ensembl,protein_coding,605.5678968,-0.157062409,0.199644538,-0.786710275,0.431451488,0.792511474,-1.115014452
ENSRNOG00000023208,Myorg,ensembl,protein_coding,170.7131145,-0.374863079,0.476556834,-0.786607288,0.431511792,0.792511474,-1.296716482
ENSRNOG00000024139,LOC100911456,ensembl,protein_coding,52.77377262,0.190646229,0.242637806,0.785723512,0.432029485,0.793207336,1.141274815
ENSRNOG00000039717,Ipo11,ensembl,protein_coding,34.40329762,-0.306743658,0.390415425,-0.785685295,0.43205188,0.793207336,-1.236912681
ENSRNOG00000016926,Plekhs1,ensembl,protein_coding,49.54010988,-0.342455869,0.435914657,-0.785603014,0.432100098,0.793207336,-1.267913099
ENSRNOG00000004316,Llph,ensembl,protein_coding,34.14805743,-0.346454639,0.441448762,-0.7848128,0.432563334,0.793815289,-1.271432295
ENSRNOG00000016815,Tmem135,ensembl,protein_coding,1535.716675,0.096113123,0.122484671,0.784695113,0.432632349,0.793815289,1.068889801
ENSRNOG00000011290,Tm2d3,ensembl,protein_coding,73.84463097,-0.130709199,0.166589574,-0.784618122,0.432677502,0.793815289,-1.094831765
ENSRNOG00000011658,Tex30,ensembl,protein_coding,67.48613812,0.135571794,0.172799452,0.784561485,0.432710719,0.793815289,1.098528116
ENSRNOG00000029115,LOC102555453,ensembl,protein_coding,1106.469507,0.262817941,0.335201636,0.784059244,0.433005348,0.794227566,1.199819963
ENSRNOG00000000488,Hmga1,ensembl,protein_coding,12.5933011,-0.250718534,0.319887216,-0.78377166,0.433174106,0.794408871,-1.189799547
ENSRNOG00000045686,Nfs1,ensembl,protein_coding,1042.081583,0.145674035,0.186007023,0.783164164,0.433530716,0.794934569,1.106247377
ENSRNOG00000010821,Ankrd54,ensembl,protein_coding,15.82031268,0.242221705,0.309369014,0.782953996,0.433654127,0.795016437,1.182812754
ENSRNOG00000047306,Stap2,ensembl,protein_coding,308.8312251,0.091686533,0.117144187,0.782681033,0.433814443,0.795016437,1.065615176
ENSRNOG00000010587,Crnkl1,ensembl_havana,protein_coding,133.6207686,-0.087455748,0.111747717,-0.782617758,0.43385161,0.795016437,-1.062494776
ENSRNOG00000021081,Vps72,ensembl,protein_coding,154.9917857,-0.148199088,0.189388606,-0.782513216,0.433913021,0.795016437,-1.108185264
ENSRNOG00000008414,Bsg,ensembl,protein_coding,2698.336071,-0.219267513,0.28021676,-0.782492501,0.433925191,0.795016437,-1.164142377
ENSRNOG00000019697,Ankrd28,ensembl,protein_coding,61.2097823,-0.238035083,0.304274832,-0.782302898,0.434036584,0.795092328,-1.179385272
ENSRNOG00000013423,Nup50,ensembl,protein_coding,132.6820451,-0.196752789,0.251577191,-0.782077216,0.434169196,0.795129379,-1.146115778
ENSRNOG00000013438,Yae1,ensembl,protein_coding,226.0869319,-0.061015039,0.078021322,-0.78203031,0.434196761,0.795129379,-1.043199468
ENSRNOG00000022368,Ddx49,ensembl,protein_coding,213.6285169,-0.151506966,0.193780824,-0.781847055,0.434304463,0.795198456,-1.110729078
ENSRNOG00000019120,Hmgcs2,ensembl,protein_coding,14964.11225,-0.140813888,0.180260075,-0.781170697,0.434702106,0.79563721,-1.102526925
ENSRNOG00000002106,Usp46,ensembl,protein_coding,140.2476509,0.09814562,0.125649814,0.781104383,0.434741105,0.79563721,1.070396735
ENSRNOG00000025209,Plxnd1,ensembl,protein_coding,178.9894459,0.15401702,0.197184138,0.781082196,0.434754152,0.79563721,1.112663247
ENSRNOG00000014872,Sec24d,ensembl,protein_coding,752.3997649,-0.192363715,0.246329263,-0.780921082,0.434848912,0.795682477,-1.142634278
ENSRNOG00000018320,Rps15a,ensembl_havana,protein_coding,1803.437619,-0.109670493,0.140507889,-0.780529072,0.435079522,0.795925082,-1.078981772
ENSRNOG00000027183,Zfyve9,ensembl,protein_coding,134.5400255,0.172227941,0.220675595,0.780457578,0.435121588,0.795925082,1.126797244
ENSRNOG00000013912,Slc30a7,ensembl,protein_coding,66.3643573,-0.267550288,0.342897717,-0.780262669,0.435236282,0.795938532,-1.20376209
ENSRNOG00000019825,Zdhhc24,ensembl,protein_coding,47.35815689,0.165596784,0.212249557,0.780198493,0.435274049,0.795938532,1.121629955
ENSRNOG00000006384,Ddx58,ensembl,protein_coding,84.69685901,-0.474330376,0.608047269,-0.780087997,0.435339081,0.795938532,-1.389273242
ENSRNOG00000011861,Aadat,ensembl,protein_coding,3430.773482,-0.117609354,0.150836812,-0.779712536,0.435560098,0.79621451,-1.084935558
ENSRNOG00000034237,Rpl39,ensembl,protein_coding,380.9988535,-0.329614932,0.422959441,-0.77930624,0.43579934,0.796523708,-1.256677911
ENSRNOG00000021007,Snx15,ensembl,protein_coding,81.36922706,-0.114129705,0.146526658,-0.778900617,0.43603826,0.796725738,-1.082321946
ENSRNOG00000022499,Sgo1,ensembl,protein_coding,39.26926332,-0.212420282,0.272775134,-0.778737705,0.43613424,0.796725738,-1.158630286
ENSRNOG00000010133,Bpgm,ensembl,protein_coding,179.4886505,-0.146935953,0.188714986,-0.778613064,0.436207681,0.796725738,-1.10721543
ENSRNOG00000030667,Ppm1b,ensembl,protein_coding,922.9206691,-0.079601665,0.10224276,-0.778555515,0.436241593,0.796725738,-1.056726233
ENSRNOG00000003258,Cdc73,ensembl,protein_coding,66.0794734,0.128545985,0.165131867,0.778444447,0.436307044,0.796725738,1.093191377
ENSRNOG00000058750,Vkorc1l1,ensembl,protein_coding,117.9787961,-0.137955863,0.177229009,-0.778404528,0.43633057,0.796725738,-1.100344945
ENSRNOG00000037604,Ascc3,ensembl,protein_coding,323.8146671,-0.12533737,0.161063196,-0.778187527,0.436458469,0.796831231,-1.090762774
ENSRNOG00000060005,Surf4,ensembl,protein_coding,4280.607688,-0.133572163,0.171705473,-0.777914415,0.436619469,0.796997113,-1.097006567
ENSRNOG00000047741,E2f2,ensembl,protein_coding,32.115551,0.170600232,0.219423396,0.777493351,0.436867756,0.797236778,1.125526662
ENSRNOG00000032871,Mlc1,ensembl,protein_coding,509.3747248,-0.316551479,0.407215189,-0.777356758,0.436948317,0.797236778,-1.245350187
ENSRNOG00000053145,Vwa8,ensembl,protein_coding,59.68065382,-0.373447887,0.480573835,-0.777087431,0.437107189,0.797236778,-1.295445109
ENSRNOG00000015202,Dnajc5,ensembl,protein_coding,43.55397886,-0.206486427,0.265757985,-0.776971678,0.43717548,0.797236778,-1.153874586
ENSRNOG00000029336,Zfp180,ensembl,protein_coding,152.557549,-0.093780995,0.120713377,-0.776889828,0.437223773,0.797236778,-1.067163327
ENSRNOG00000016754,Bcs1l,ensembl,protein_coding,79.18126312,-0.119098107,0.153303165,-0.776879634,0.437229788,0.797236778,-1.086055708
ENSRNOG00000019246,Psme2,ensembl,protein_coding,1188.73466,-0.145320045,0.187078594,-0.776786068,0.437284998,0.797236778,-1.105975974
ENSRNOG00000031453,Manbal,ensembl,protein_coding,157.3609632,-0.081080775,0.104399635,-0.776638496,0.437372083,0.797236778,-1.057810188
ENSRNOG00000013165,Bet1l,ensembl,protein_coding,192.4941087,-0.076837926,0.098951485,-0.776521198,0.43744131,0.797236778,-1.054703823
ENSRNOG00000016262,Dnase2b,ensembl,protein_coding,25.11609485,0.227008493,0.292347425,0.776502453,0.437452373,0.797236778,1.170405531
ENSRNOG00000060329,Emb,ensembl,protein_coding,12.13596934,0.258279767,0.33285166,0.775960579,0.437772262,0.797582673,1.196051712
ENSRNOG00000011066,Marchf6,ensembl,protein_coding,331.3069295,-0.311541433,0.401500331,-0.775943154,0.437782551,0.797582673,-1.241032961
