,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
Myxococcus xanthus,-0.044211448,0.061394264,-0.04738225,-0.108673307,0.395396339,-0.274660427,0.381014322,0.224220895,0.76085329,0.325910012,0.732857667
Leptotrichia goodfellowii,-1.278423343,-1.108189596,-1.347291769,-0.189665956,0.679487458,-0.293850178,0.377604185,0.494544063,0.88239771,0.321415253,0.733017216
Bacteroides uniformis,2.850977439,3.146117115,2.711058425,-0.314367402,1.399799,-0.227239514,0.37109377,0.359337672,0.834812588,0.319484319,0.735175472
Ruminococcus lactaris,3.00335164,3.157955621,2.961999292,-0.203440868,0.71791712,-0.295799559,0.368010423,0.331933746,0.825113818,0.321907088,0.735549109
Caulobacter vibrioides,-1.271103479,-1.250744154,-1.301658386,-0.105713827,0.37079307,-0.271048771,0.382314712,0.407299594,0.850063536,0.336220352,0.736544569
Bacillus coagulans,-0.795463677,-0.720939611,-0.861584751,-0.17616603,0.6358375,-0.259806078,0.370611203,0.315009004,0.815461971,0.331307162,0.738495248
Prevotella oris,2.632777959,2.88579277,2.405686776,-0.439205201,1.219159464,-0.344759618,0.368489603,0.220183886,0.763640254,0.328274925,0.740953505
Anaerococcus vaginalis,-1.529196646,-1.401137834,-1.55873997,-0.160377304,0.423094398,-0.313997752,0.386718767,0.355653308,0.829106544,0.335945428,0.741475094
Victivallis vadensis,0.180164709,0.194328192,0.170559264,-0.049160015,0.1687076,-0.2721509,0.379713932,0.224314354,0.750409893,0.350815369,0.741605853
Megasphaera micronuciformis,-0.391307552,-0.488356908,-0.345036145,0.114277153,0.405846946,0.267511356,0.379713932,0.283211248,0.797569181,0.333634269,0.741731102
Photorhabdus luminescens,-0.689195332,-0.780243042,-0.539082592,0.219327074,0.702471532,0.231449994,0.385416684,0.168617063,0.713155201,0.334488584,0.743337381
Coxiella burnetii,-1.642289627,-1.716237723,-1.585106993,0.160349607,0.516737527,0.266271996,0.36718752,0.178526976,0.719256418,0.341337932,0.744118966
Prevotella sp. oral taxon 317,1.862082561,2.111721038,1.678447973,-0.359648423,1.155756115,-0.30515621,0.382812518,0.211115789,0.757622097,0.333698562,0.746037459
Cupriavidus pinatubonensis,-1.573678113,-1.626330186,-1.503150063,0.103924157,0.442127279,0.215253612,0.375812762,0.639923058,0.924614971,0.354333692,0.746304597
Campylobacter concisus,-1.419832664,-1.401413647,-1.431571583,-0.04636362,0.170131762,-0.234800194,0.382812518,0.302253595,0.793600662,0.382264241,0.746918036
Bacteroides sp. 3_1_33FAA,0.331941935,0.538639186,0.331941935,-0.326387015,1.304864988,-0.244882379,0.390625016,0.345675904,0.829461923,0.337964681,0.748589492
Xylanimonas cellulosilytica,-0.438182652,-0.386432652,-0.525861235,-0.107722588,0.477133386,-0.195031749,0.378906268,0.523073122,0.894708226,0.345652009,0.748909253
Bacillus pumilus,0.681441962,0.700390462,0.665608453,-0.056025874,0.191423539,-0.286371122,0.383615102,0.385272228,0.842030234,0.356839522,0.749824029
Desulfovibrio salexigens,-0.247455051,-0.078508692,-0.290680061,-0.120156283,0.458790339,-0.268648698,0.381510434,0.302484608,0.807578934,0.346050469,0.749884186
Streptococcus equi,-0.101978015,0.021352831,-0.124284228,-0.064218056,0.362259637,-0.192009874,0.382812518,0.743842202,0.944859592,0.359288391,0.7529557
Fusobacterium sp. D12,-1.685299761,-1.649371772,-1.733936804,-0.077923873,0.317487076,-0.189883162,0.391417441,0.463901246,0.871436453,0.364036049,0.753522367
Bacteroides vulgatus,4.184169554,4.296440496,4.184169554,-0.330922062,0.993868518,-0.310278892,0.368489603,0.324929165,0.823212011,0.347357919,0.756570059
Rhodothermus marinus,-0.076129253,-0.117640291,-0.0209087,0.06357033,0.255615959,0.216937707,0.384915492,0.593844735,0.91189899,0.360191532,0.756913653
Bacteroides ovatus,2.25453414,2.345782264,2.14859063,-0.257082007,1.272353147,-0.212357711,0.386215882,0.509382733,0.888523144,0.351033367,0.758708819
Sulfurihydrogenibium sp. YO3AOP1,-1.582654953,-1.627395044,-1.54930754,0.071379193,0.246434342,0.261473809,0.391417441,0.538427188,0.892888495,0.382217057,0.759398135
Geobacillus sp. Y4.1MC1,-1.206354202,-1.156532334,-1.230649487,-0.062921706,0.224247088,-0.263687524,0.382314712,0.729709329,0.940365472,0.377459172,0.759638956
Nitratiruptor sp. SB155-2,-1.690609602,-1.617403729,-1.726417901,-0.106538307,0.395113722,-0.256651592,0.385416684,0.265619415,0.784580121,0.367979805,0.759913333
Kineococcus radiotolerans,-0.956105654,-0.872034491,-1.017741614,-0.134426698,0.473240592,-0.188051883,0.375812762,0.226875459,0.764838728,0.360819836,0.760729633
Veillonella dispar,-1.440718423,-1.503725197,-1.405907376,0.085045723,0.286426625,0.233991395,0.382314712,0.416497955,0.853692569,0.373134093,0.762443044
Streptococcus agalactiae,0.752450814,0.760922837,0.740668647,-0.118747641,0.457706822,-0.205210208,0.388816661,0.405196849,0.850364258,0.365417481,0.762660698
Prevotella copri,4.191623607,4.350770458,4.080497598,-0.328483416,1.354465613,-0.226273658,0.394531266,0.374409991,0.840349143,0.358001391,0.76305002
Bacillus subtilis,1.605629751,1.626985272,1.590661985,-0.038742503,0.147591008,-0.221758371,0.384114601,0.579714108,0.909499554,0.369803832,0.763999746
Prevotella bryantii,2.299682492,2.585815545,2.100430459,-0.320508611,1.120469065,-0.297456727,0.386215882,0.223775516,0.765887659,0.360877907,0.76442567
Treponema pallidum,2.232303487,2.07735041,2.283282062,0.650675371,2.317938327,0.300465898,0.390117051,0.310054019,0.817686336,0.360472015,0.765241772
Prevotella veroralis,1.38933659,1.609126732,1.301551086,-0.29164828,1.107271753,-0.250301136,0.388816661,0.282262409,0.796579324,0.362879114,0.766459198
Geobacter sp. FRC-32,-1.061334173,-1.089353919,-1.007648393,0.067847248,0.263421103,0.213778912,0.395318611,0.535448544,0.893234216,0.378418124,0.766944762
Streptococcus infantarius,-1.43686273,-1.324023422,-1.528019991,-0.216993378,0.778255291,-0.23611671,0.378906268,0.347524242,0.829449327,0.366737903,0.768148054
Haemophilus influenzae,0.440782033,0.152332259,0.517740114,0.251074341,1.109820886,0.225184185,0.394531266,0.25642131,0.783809107,0.367238492,0.769194281
Akkermansia muciniphila,1.072678784,1.062264335,1.087488226,0.076075897,0.294747608,0.274800719,0.380208351,0.319953093,0.816768184,0.371944142,0.770976497
Actinosynnema mirum,-1.500252283,-1.407039751,-1.648702577,-0.130308185,0.531112679,-0.238845325,0.386718767,0.389768316,0.844889842,0.376399588,0.77134964
Bacillus licheniformis,1.243429284,1.291033372,1.235624476,-0.070997952,0.204628542,-0.274724255,0.384915492,0.600613829,0.916924222,0.373769856,0.772060518
Streptococcus gallolyticus,0.732182557,0.780430934,0.632346807,-0.138929469,0.469604235,-0.274624379,0.398437515,0.357465712,0.834377754,0.373873846,0.772179465
Verminephrobacter eiseniae,-1.22489897,-1.259166913,-1.136184462,0.102363473,0.359680869,0.210433905,0.383615102,0.662892641,0.93197456,0.384322265,0.774549868
Spirochaeta smaragdinae,2.502719983,2.404263927,2.5714155,0.308374508,1.007236085,0.279105806,0.389322933,0.166030571,0.711061173,0.375847214,0.774944837
Lactobacillus acidophilus,1.018644665,1.30752203,0.956545001,-0.245153057,1.794186731,-0.11332482,0.378413542,0.785542411,0.949277114,0.376910173,0.776627517
Treponema vincentii,3.378370778,3.260424676,3.449239596,0.632923384,1.981478196,0.261973472,0.390117051,0.283015401,0.797033928,0.377933945,0.777002506
Pelodictyon luteolum,-0.833818078,-0.799583768,-0.860006867,-0.055734363,0.227044692,-0.246395971,0.391417441,0.36134332,0.829263303,0.391578191,0.777016102
Oribacterium sp. oral taxon 078,2.015924021,2.146667531,1.966671809,-0.1081512,0.421654118,-0.206090991,0.383615102,0.756808126,0.947035645,0.378704003,0.77727049
Brachybacterium faecium,-1.604167175,-1.49428552,-1.661608085,-0.130397777,0.622195638,-0.17527002,0.397135432,0.34366026,0.827219861,0.386436528,0.778749354
Mycobacterium vanbaalenii,-1.811014625,-1.683038538,-1.901626691,-0.133494871,0.661620707,-0.211448557,0.386718767,0.28251259,0.796678405,0.395727898,0.78220974
Paenibacillus larvae,-0.067182211,-0.076917409,-0.052873667,0.053028215,0.247027541,0.177898089,0.382812518,0.314739657,0.812065479,0.401019816,0.782489166
Treponema denticola,4.026607335,3.919383684,4.093880845,0.524022343,1.703379877,0.272757326,0.382314712,0.269213525,0.789246998,0.391608787,0.7866951
Candidatus Nitrospira defluvii,-1.914005497,-1.939920122,-1.871944073,0.068876468,0.303546757,0.181494135,0.398437515,0.516488987,0.887140148,0.424841915,0.787704868
Streptococcus pyogenes,2.025772668,2.099435268,2.025772668,-0.108591662,0.519341987,-0.209456964,0.384915492,0.40204065,0.849038739,0.394983794,0.790516584
Thermobaculum terrenum,-0.495211877,-0.480530273,-0.505626198,-0.067560095,0.311594238,-0.191506886,0.40312095,0.344029006,0.82476094,0.409688215,0.791399226
Dictyoglomus thermophilum,-0.28663322,-0.223151675,-0.336187321,-0.081413306,0.32523421,-0.199123741,0.386718767,0.585597581,0.911534306,0.406009213,0.791633621
Neisseria gonorrhoeae,-1.8052065,-1.965364702,-1.745511764,0.155050707,0.740487467,0.198613666,0.382314712,0.602400832,0.918191615,0.402709865,0.793026655
Caldicellulosiruptor owensensis,-0.206074141,-0.1845881,-0.240315869,-0.069921248,0.355983103,-0.166295466,0.399219781,0.766572315,0.948146889,0.409991561,0.793528831
Prochlorococcus marinus,-0.373303229,-0.345710716,-0.38951263,-0.043087115,0.211299403,-0.159425851,0.399219781,0.311856986,0.807701852,0.427789565,0.793777236
Desulfovibrio aespoeensis,-0.45830494,-0.375516786,-0.501807802,-0.122180888,0.736594571,-0.17101899,0.382812518,0.424808257,0.857221894,0.405306724,0.79381083
Streptobacillus moniliformis,-0.464611639,-0.434167703,-0.494684524,-0.076842634,0.339064503,-0.175796134,0.387516272,0.639231591,0.925782899,0.4171108,0.796283875
Rhodopseudomonas palustris,0.595633864,0.522356491,0.675366504,0.111556983,0.411087279,0.23032271,0.391927099,0.540059144,0.898987549,0.410072669,0.797364466
Spirochaeta thermophila,1.39583182,1.272607838,1.450998334,0.58523737,1.53104098,0.324762074,0.384114601,0.235189246,0.773481785,0.404537728,0.79770707
Opitutus terrae,0.18936204,0.190737062,0.18936204,0.170584224,0.587333102,0.278068697,0.40312095,0.382990668,0.843285103,0.407620287,0.798224883
Frankia alni,-1.364615958,-1.236003056,-1.375407781,-0.173978826,0.756482927,-0.210640216,0.403645847,0.26058017,0.785736799,0.413031061,0.799152217
Microcystis aeruginosa,-1.274884494,-1.307845667,-1.242853579,0.120289762,0.450744849,0.177328147,0.393229182,0.241025977,0.773876664,0.417365743,0.799265635
Burkholderia pseudomallei,-0.775173253,-0.819601424,-0.744657845,0.081528311,0.361400552,0.196315491,0.392717831,0.460778523,0.87009312,0.418936566,0.800024359
uncultured methanogenic archaeon RC-I,-0.953595716,-0.926429208,-0.978279226,-0.050353385,0.275556384,-0.20784944,0.390625016,0.458374699,0.868531848,0.435983261,0.800436409
Gluconobacter oxydans,-1.427700238,-1.325037184,-1.45234608,-0.094691937,0.555151022,-0.176333393,0.388816661,0.335621513,0.823420934,0.423042693,0.803254436
Thermoanaerobacter sp. X513,2.136471882,2.188860157,2.110958885,-0.088521379,0.387877556,-0.18584007,0.412760429,0.585086855,0.915187792,0.416713529,0.803624571
Azoarcus sp. BH72,-0.722639321,-0.772839785,-0.692804171,0.07298501,0.3871086,0.146481981,0.404947931,0.531092359,0.896156155,0.430441085,0.804224842
Clostridium sporogenes,-1.089578927,-1.063526754,-1.112513527,-0.05473444,0.323923545,-0.145012101,0.399739598,0.801602929,0.954474312,0.446422996,0.805057824
Syntrophobacter fumaroxidans,0.974171791,0.811832171,1.030259641,0.094249957,0.561922759,0.160448019,0.390625016,0.732520477,0.944502621,0.42006413,0.805144172
Candidatus Accumulibacter phosphatis,-1.886092263,-1.81354704,-1.985946887,-0.11559096,0.604032151,-0.171825536,0.40702212,0.592954731,0.914501901,0.431856424,0.805973894
Fibrobacter succinogenes,2.583081576,2.568446548,2.672982705,0.118293011,0.805301499,0.154220799,0.387516272,0.440967986,0.863675158,0.418380928,0.807008912
Lentisphaera araneosa,-1.93747208,-1.888792492,-2.022332717,-0.159347849,0.982082359,-0.136397597,0.401820561,0.739991451,0.944689496,0.429843672,0.808669465
Olsenella uli,2.560347468,2.651258727,2.507989786,-0.12585234,0.818684687,-0.14603168,0.40702212,0.325500678,0.823432838,0.42380256,0.809515476
Clostridium ramosum,-0.163833026,-0.099599814,-0.195289553,-0.08141235,0.377341474,-0.200421801,0.394018221,0.622754045,0.922978609,0.435209041,0.812063237
Acaryochloris marina,-1.201562523,-1.228777013,-1.09598169,0.112050827,0.379966922,0.231444154,0.414062513,0.183555553,0.722229439,0.440695515,0.812679681
Bacteroides sp. 3_1_23,-0.958912971,-0.773896101,-0.99606274,-0.268330443,1.252484397,-0.214890666,0.394018221,0.481929003,0.878732625,0.430739261,0.813166116
Borrelia burgdorferi,-1.835705646,-1.94379922,-1.766968892,0.662187603,1.850321349,0.296408203,0.40442134,0.312923993,0.815491386,0.428537794,0.813785072
Chloroherpeton thalassium,-0.924212273,-1.019957055,-0.887062558,0.120236412,0.497529663,0.222973538,0.396619001,0.33027654,0.822524751,0.437596824,0.81426392
Cyanothece sp. PCC 7424,-1.419904142,-1.26309477,-1.455992524,-0.144788242,0.539754125,-0.239993385,0.40312095,0.424854904,0.857025626,0.435970762,0.814653911
Methanoregula boonei,-1.85962857,-1.853109328,-1.876996873,-0.054306365,0.213198303,-0.208684145,0.402343764,0.166702296,0.696084098,0.490119578,0.815458374
Campylobacter coli,-1.642758725,-1.674527278,-1.642758725,-0.185578494,0.954288543,-0.214706146,0.388816661,0.422273264,0.856611806,0.439178279,0.816422709
Campylobacter curvus,-1.185006075,-1.200356317,-1.173468904,0.085853052,0.348475083,0.226650237,0.399739598,0.204274188,0.740766727,0.450972451,0.818150232
Neisseria meningitidis,-0.653098946,-0.662615866,-0.645898549,0.077272632,0.37579097,0.168207081,0.390117051,0.174538407,0.715486054,0.45344972,0.818320939
Ruminococcus gnavus,3.567282944,3.661322858,3.530809428,-0.167218848,0.714484983,-0.222254103,0.396619001,0.488760409,0.881365587,0.438039603,0.819498714
Bacteroides plebeius,2.690164783,2.706196284,2.690164783,-0.176981944,0.969907371,-0.193775615,0.404947931,0.473286877,0.876146636,0.439092017,0.819976075
Atopobium parvulum,2.514078749,2.591484137,2.474789243,-0.12204648,0.966770831,-0.125467189,0.401820561,0.341013398,0.8281578,0.442619897,0.820000953
Streptomyces coelicolor,-0.969413198,-0.933165847,-1.03562303,-0.132875624,0.48991157,-0.232337602,0.391927099,0.232979833,0.767867113,0.452709615,0.820704074
Anaerococcus prevotii,1.291078236,1.315115902,1.28018374,-0.065429815,0.407184451,-0.149224946,0.397135432,0.705609012,0.940793351,0.449126797,0.822256079
Nocardioides sp. JS614,-0.688637229,-0.634574697,-0.689051589,-0.13313219,0.526592912,-0.215200996,0.40832251,0.195598533,0.737536637,0.450546197,0.824015109
Corynebacterium efficiens,-1.804658558,-1.754252579,-1.846614594,-0.093141786,0.429265207,-0.17604885,0.401041681,0.445348239,0.866592107,0.463595324,0.82551028
Bacteroides stercoris,2.224482028,2.367495599,2.199501946,-0.286525545,1.132980988,-0.236915894,0.386718767,0.389091666,0.845253646,0.446594306,0.825639869
Acholeplasma laidlawii,0.002598155,0.14862844,-0.031221896,-0.127827151,0.361689435,-0.248140695,0.40572173,0.846510675,0.96137345,0.452689628,0.825768741
Clostridium kluyveri,3.773203784,3.782091175,3.708931808,-0.074518749,0.318799795,-0.187532461,0.404947931,0.891430484,0.969972211,0.453814881,0.828317726
Oribacterium sinus,1.719891704,1.738541717,1.703491687,-0.060330225,0.29612992,-0.165176946,0.400520171,0.967832461,0.991339487,0.459405668,0.828406414
Desulfotomaculum acetoxidans,2.008748272,1.957512387,2.022916765,0.067597019,0.315932093,0.175168501,0.406250014,0.343957953,0.828539661,0.461361049,0.831744027
Lactobacillus helveticus,-0.288195685,-0.210846601,-0.628078907,-0.387928735,1.94094905,-0.16486888,0.40885418,0.493746812,0.882971256,0.456870912,0.831851949
Leptospira interrogans,-0.930025247,-0.920761398,-0.930025247,0.203910459,0.849109318,0.212322657,0.40312095,0.273506751,0.792837389,0.467725662,0.834580078
Anabaena variabilis,-0.889021625,-0.862330617,-0.911128785,-0.060926791,0.27828332,-0.235558882,0.401820561,0.486268581,0.876718192,0.480326151,0.835364447
Bacteroides sp. D2,1.228473274,1.485125731,1.223550521,-0.199533459,1.1873436,-0.205699836,0.40702212,0.481061807,0.87843487,0.470714505,0.835495164
Caulobacter sp. K31,-1.7951091,-1.758439762,-1.82856828,-0.074015126,0.334961329,-0.218580126,0.404947931,0.482233414,0.874946969,0.484916337,0.835963495
Bacteroides thetaiotaomicron,3.612747976,3.793417014,3.612747976,-0.266683613,1.072495747,-0.24093666,0.398437515,0.39280034,0.846873176,0.464873403,0.837010937
Brachyspira pilosicoli,0.306547814,0.337282986,0.265044219,-0.060751137,0.288718569,-0.179850359,0.414062513,0.808825636,0.954822425,0.480807869,0.840078142
Pseudoramibacter alactolyticus,0.709406745,0.740856472,0.675580259,-0.068572267,0.384348224,-0.170390917,0.40832251,0.570372343,0.909586461,0.481953415,0.841422797
Bacteroides sp. 2_2_4,1.543748692,1.554701691,1.486342198,-0.211813508,1.231557128,-0.169038702,0.41482446,0.537554779,0.900335125,0.474948526,0.842935079
Lactobacillus plantarum,0.883299638,0.798093531,1.028399281,0.147310163,0.840371455,0.105779036,0.41092329,0.714410963,0.943441141,0.481833998,0.844076016
Thermaerobacter subterraneus,-1.42235125,-1.478647213,-1.359757399,-0.144292464,0.694619373,-0.190932104,0.407552097,0.325378198,0.819095228,0.48412279,0.844312967
Cyanothece sp. ATCC 51142,-1.530111538,-1.358364383,-1.699023508,-0.138174924,0.698990697,-0.193701599,0.423177094,0.718711536,0.942366786,0.493339852,0.845004363
Clostridium spiroforme,0.937549797,0.985831867,0.897060212,-0.112281933,0.390840417,-0.220000323,0.399219781,0.608948471,0.920492679,0.487864767,0.846171932
Caldicellulosiruptor hydrothermalis,-0.149519738,-0.122609073,-0.162712192,-0.045917207,0.300712953,-0.115900304,0.420026019,0.941154513,0.984315203,0.508588846,0.847738508
Sulfurovum sp. NBC37-1,-1.35877426,-1.287176846,-1.411275462,-0.079861844,0.500771774,-0.169429578,0.415364596,0.571695922,0.908317712,0.499160274,0.84806005
Bacteroides dorei,2.470670784,2.664201113,2.470670784,-0.207578967,1.10082725,-0.220940053,0.420026019,0.446121521,0.865313765,0.485992169,0.848518045
Truepera radiovictrix,-1.379125495,-1.457421784,-1.360685916,0.067190206,0.325084334,0.184646938,0.40702212,0.719124621,0.938538579,0.514277589,0.848832575
Neisseria lactamica,-1.742407479,-1.866710849,-1.707238016,0.217446876,1.065183776,0.215837092,0.40702212,0.432988868,0.860844643,0.489547894,0.849154321
Methanosphaera stadtmanae,-1.39016609,-1.399534758,-1.379392839,-0.109708866,0.6205666,-0.14907956,0.423177094,0.184514843,0.727115853,0.509145067,0.851734261
Carnobacterium sp. AT7,-1.647977302,-1.669662219,-1.630036056,0.055630072,0.405195355,0.113621448,0.421326409,0.27546016,0.792564303,0.526771367,0.852842841
Nitrosomonas europaea,-1.442116961,-1.457691523,-1.414268028,0.096283395,0.443516155,0.199525165,0.41742524,0.382822512,0.842865121,0.511801279,0.853854177
Caldicellulosiruptor obsidiansis,-0.235781361,-0.189808532,-0.272141099,-0.066046401,0.335525462,-0.157509409,0.420572928,0.906318318,0.975129321,0.507855749,0.85396472
Thermobifida fusca,-1.006405516,-0.942413886,-1.019208395,-0.073742412,0.517760151,-0.112947866,0.424479178,0.299330505,0.807971998,0.513101818,0.85446165
Bacteroides eggerthii,2.053344251,2.232997769,2.053344251,-0.253946592,1.149616507,-0.229437984,0.411458346,0.401504904,0.849793545,0.501108912,0.855292526
Methanothermobacter thermautotrophicus,-1.19238033,-1.186843381,-1.199689549,-0.122061346,0.759974902,-0.116575916,0.420572928,0.342702518,0.828498014,0.510824455,0.856536116
Fusobacterium mortiferum,-0.515823425,-0.532878598,-0.462512746,0.088224063,0.427387997,0.198883924,0.40702212,0.404665602,0.849866078,0.511930149,0.856866224
Bdellovibrio bacteriovorus,-1.252984807,-1.294747877,-1.186889381,0.076109318,0.360070007,0.207260367,0.407552097,0.541186255,0.897731055,0.516811334,0.857152306
Megasphaera genomosp. type_1,0.561274904,0.603527221,0.51348203,-0.093236387,0.572297884,-0.151701268,0.41612485,0.875042254,0.966506406,0.504667821,0.857868678
Thermoanaerobacter ethanolicus,-1.720770435,-1.707503881,-1.733782517,-0.053350686,0.355594889,-0.122701535,0.41352407,0.367411269,0.835293957,0.539772865,0.859407675
Bacteroides sp. 4_3_47FAA,3.601834223,3.695254801,3.601834223,-0.215552954,1.070088705,-0.183062864,0.414062513,0.508945293,0.888776228,0.509002844,0.860003401
Finegoldia magna,1.457944139,1.481715722,1.37720242,-0.059151069,0.360567485,-0.157784041,0.416666679,0.890297098,0.971080402,0.514921777,0.861026316
Bacteroides caccae,1.245287679,1.27878092,1.245287679,-0.232569294,1.087423806,-0.202727662,0.415364596,0.419647203,0.855168149,0.511829979,0.861346058
Listeria seeligeri,-1.517464916,-1.453907813,-1.537238127,-0.07118746,0.319564352,-0.167910905,0.41352407,0.83111825,0.960311157,0.535038988,0.862186479
Bacteroides sp. 1_1_6,3.742309759,3.949744307,3.742309759,-0.272136349,1.047059749,-0.259101625,0.403645847,0.324525384,0.823098926,0.513722581,0.862765845
Bacteroides sp. D22,0.213300582,0.311776746,0.139383291,-0.178899382,1.10998924,-0.165627755,0.418725629,0.446375837,0.865865936,0.51551989,0.862953561
Halothermothrix orenii,1.260135962,1.267154724,1.246891441,-0.055489061,0.36790129,-0.153024908,0.406250014,0.419737825,0.855536849,0.525316205,0.863908561
Lactobacillus fermentum,-0.004394866,-0.062301184,0.079417363,0.10394698,0.888186977,0.081404959,0.41742524,0.761964738,0.94759141,0.524542951,0.865525419
Magnetospirillum magneticum,-0.673263381,-0.661935211,-0.697126984,-0.058215801,0.308752833,-0.163807227,0.420026019,0.456472298,0.869398636,0.547587705,0.867071475
Thermoanaerobacter sp. X514,-1.660162879,-1.642095069,-1.719957124,-0.072644789,0.460490942,-0.140543076,0.423927189,0.736872182,0.943788493,0.543109546,0.867310642
marine actinobacterium PHSC20C1,-2.028756416,-2.042882758,-2.024504407,-0.175723198,0.806659948,-0.156939658,0.427083344,0.259487527,0.785051654,0.534637251,0.868447142
Clostridium cellulolyticum,4.108361186,4.125273167,4.074057113,-0.06835886,0.433131249,-0.153880377,0.41222368,0.726630746,0.944874241,0.526523028,0.868776206
Acidaminococcus sp. D21,1.086526714,1.086526714,1.036038016,-0.066084576,0.61367893,-0.125883306,0.429128749,0.835312764,0.957489302,0.527187226,0.869138769
Bacteroides coprocola,2.926473191,3.050744119,2.777717866,-0.152343699,0.878109578,-0.181432975,0.407552097,0.479813259,0.877948206,0.529286229,0.869694026
Exiguobacterium sibiricum,0.480099073,0.458947708,0.507665123,0.028708574,0.246333512,0.123923918,0.435630698,0.445385531,0.86626154,0.547549038,0.870601549
Peptostreptococcus anaerobius,-0.22140379,-0.16680495,-0.259123729,-0.058389441,0.323336104,-0.156397504,0.427083344,0.417017422,0.854578881,0.548027323,0.871344133
Kocuria rhizophila,-1.899867735,-1.700519203,-1.924311974,-0.133524777,0.97391668,-0.129631146,0.423927189,0.405594298,0.850520061,0.540720267,0.872582157
Filifactor alocis,-0.007116922,0.031870056,-0.065678165,-0.073620552,0.401059875,-0.155306211,0.422626799,0.708071632,0.939950114,0.547791286,0.873668111
Bacteroides intestinalis,2.221738913,2.45656229,2.221738913,-0.267718492,1.173798404,-0.240956246,0.430989593,0.387269566,0.845074148,0.537730268,0.873821818
Lactobacillus ultunensis,-2.110517759,-1.951581013,-2.160531668,-0.186843932,1.597983649,-0.092177813,0.428385427,0.678156059,0.93773689,0.543072514,0.87384131
Thioalkalivibrio sp. K90mix,-1.903306887,-1.911477346,-1.89275231,0.074576657,0.507233534,0.148859644,0.427083344,0.45637526,0.869628957,0.550468444,0.873886264
Rhodospirillum rubrum,-0.889322241,-0.795630976,-0.90126148,-0.07184116,0.40467009,-0.156173073,0.41482446,0.582171716,0.911340239,0.546848681,0.873948714
Lactobacillus coleohominis,-2.826795805,-3.028765101,-2.498624728,0.262426392,1.461114249,0.133218901,0.420026019,0.662065926,0.933985209,0.54600955,0.87515585
Elusimicrobium minutum,-0.179659164,-0.171164026,-0.224481848,-0.099418003,0.471579014,-0.165119909,0.426527969,0.252974621,0.782215745,0.547501518,0.876192292
Paenibacillus curdlanolyticus,-0.797148577,-0.771945007,-0.820784361,-0.049692202,0.293324204,-0.148921266,0.416666679,0.766307733,0.9486175,0.562193314,0.876859989
Bacteroides sp. 2_1_33B,0.952216454,0.949885269,0.952216454,-0.276488376,1.407271842,-0.185641545,0.41612485,0.442621973,0.863918622,0.545893958,0.877078887
Erysipelotrichaceae bacterium 3_1_53,1.14292897,1.130278885,1.18554006,0.056322622,0.555467055,0.109487615,0.423177094,0.561995726,0.907236006,0.550479053,0.878480431
Bacteroides finegoldii,1.595321118,1.734895633,1.530226109,-0.156292672,0.941003634,-0.171375856,0.41742524,0.403924761,0.850395303,0.549643707,0.878668075
Chlorobium phaeobacteroides,0.297087666,0.259596359,0.318530384,0.079419302,0.468453748,0.150958593,0.420572928,0.652779326,0.931288411,0.554328388,0.878913007
Bacteroides cellulosilyticus,2.1118461,2.357918953,2.1118461,-0.274911755,1.153333674,-0.25820636,0.422626799,0.347745702,0.830753892,0.550125656,0.880092821
Streptococcus uberis,-0.356361931,-0.26763446,-0.442884353,-0.098392761,0.551356395,-0.17217066,0.41352407,0.730759319,0.943578533,0.556389856,0.880597374
Streptococcus suis,1.042884264,1.101131707,1.041155358,-0.087956547,0.351786815,-0.22168036,0.423927189,0.601963667,0.918066764,0.558310188,0.880908081
Paenibacillus sp. oral taxon 786,0.588136707,0.631127298,0.560224835,-0.04620054,0.290632104,-0.124661792,0.429128749,0.884964116,0.969917165,0.562532982,0.881938375
Lactobacillus ruminis,0.255959583,0.12306345,0.630785201,0.455422537,1.965419435,0.165965323,0.417968762,0.625284767,0.925178545,0.558104913,0.882667328
Streptococcus pneumoniae,1.148688706,1.189459152,1.120814022,-0.074293149,0.34152682,-0.184121945,0.427083344,0.724099129,0.942905501,0.563739857,0.884313324
Thermotoga neapolitana,-1.187196987,-1.213944522,-1.159403371,0.032826002,0.253461003,0.101022888,0.435630698,0.86573396,0.967996796,0.606318986,0.884948244
Thermincola potens,1.522943622,1.501171821,1.536235004,0.056121436,0.447114567,0.127113098,0.428385427,0.67777095,0.936896204,0.562332145,0.885256929
Lactobacillus gasseri,0.869336737,0.869336737,0.77771428,-0.192352794,1.41246181,-0.096519364,0.434895843,0.916236207,0.977386136,0.565990692,0.88711542
Saccharophagus degradans,-0.560028274,-0.593815036,-0.491334515,0.060470845,0.403941666,0.131407046,0.446033818,0.477933476,0.877536963,0.581132633,0.88744872
Rothia dentocariosa,-1.939625728,-1.939625728,-1.99768952,-0.238918396,1.455340496,-0.188587379,0.425227579,0.514142475,0.891077854,0.568509194,0.8879764
Lactobacillus jensenii,-2.283203351,-2.230606581,-2.298474369,-0.116355404,0.894266785,-0.099261038,0.435630698,0.726833226,0.943493448,0.579016949,0.888478325
Bacteroides sp. 3_1_19,1.322745952,1.30806064,1.322745952,-0.261547611,1.287523634,-0.17505309,0.416666679,0.539745834,0.901671696,0.571052877,0.889089312
