PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID
496,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,62103,LC/MS Pos Early,100002466,2547,298.05259,70555-24-7,,17215992,,HMDB00709
396,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",56,LC/MS Pos Early,279,2000,241.03113,56-89-3,67678,575,C00491,HMDB00192
3852,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,5940,C00475,HMDB00089
3853,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.05054,71-30-7,597,577,C00380,HMDB00630
4352,daidzein,Xenobiotics,Food Component/Plant,32453,LC/MS Neg,100001219,3566,253.05063,486-66-8,5281708,4445025,C10208,HMDB03312
4353,daidzein 7-O-glucuronide,Xenobiotics,Food Component/Plant,62070,LC/MS Neg,100020206,2580,429.08272,,11316354,9491321,,HMDB41718
4576,daidzein sulfate (2),Xenobiotics,Food Component/Plant,48728,LC/MS Neg,100006363,3330,333.00756,,12114465,,,
1503,decadienedioic acid (C10:2-DC)**,Lipid,"Fatty Acid, Dicarboxylate",63685,LC/MS Polar,100021711,2329.7,197.08185,,,,,
1638,decanoylcarnitine (C10),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33941,LC/MS Pos Late,100001251,1130,316.24824,1492-27-9,10245190,8420677,,HMDB00651
1697,deoxycarnitine,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052,146.11756,6249-56-5,134,705,C01181,HMDB01161
3098,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.28538,83-44-3,222528,389318,C04483,HMDB00626
1394,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.26425,2091-39-6,6439848,4944228,C16525,HMDB05060
1396,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925
4360,dihydroferulate,Xenobiotics,Food Component/Plant,40481,LC/MS Neg,100003432,1928,195.06628,1135-23-5,14340,13701,,
4361,dihydroferulic acid sulfate,Xenobiotics,Food Component/Plant,62857,LC/MS Neg,100020272,1310,275.02309,,187489,162994,,HMDB41724
3808,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.02548,155-54-4,648,628,C00337,HMDB03349
428,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.15026,102783-24-4,123831,110375,C03626,HMDB01539
5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.07061,1118-68-9,673,653,C01026,HMDB00092
1401,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,4445934,C16533,HMDB61714
1525,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",39837,LC/MS Neg,100002952,5291.8,369.30103,505-56-6,244872,214170,C19625,
1387,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.23295,6217-54-5,445580,393183,C06429,HMDB02183
1677,docosahexaenoylcarnitine (C22:6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349,472.34215,,,,,
1716,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53263,LC/MS Pos Late,100009333,1378,414.33666,,,,,
1386,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,,C16513,HMDB06528
1400,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),37478,LC/MS Neg,100001580,5624.5,329.2486,25182-74-5,6441454,4945614,C16513,HMDB01976
1398,docosatrienoate (22:3n6)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57467,LC/MS Neg,100015762,5850,333.27989,,,,,
1510,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",62276,LC/MS Neg,100020478,5146,195.13905,,,,,
1507,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.14453,693-23-2,12736,12213,C02678,HMDB00623
5253,ectoine,Xenobiotics,Chemical,35651,LC/MS Pos Early,100001635,1980,143.08151,96702-03-3,126041,112069,C06231,
1523,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",39831,LC/MS Neg,100002951,5200.9,341.26973,2424-92-2,75502,68030,,
1384,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,393682,C06428,HMDB01999
1524,eicosenedioate (C20:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62923,LC/MS Neg,100021105,5095,339.25407,,,,,
1367,eicosenoate (20:1),Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,,5282768,4445895,C16526,HMDB02231
4369,equol sulfate,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.04383,,,23936050,,
4370,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.09578,58511-63-0,3032311,2297320,C05570,HMDB03045
1371,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,7924,C08316,HMDB02068
4372,erythritol,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.05611,149-32-6,222285,13835932,C00503,HMDB02994
1271,erythronate*,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186,135.02989,88759-55-1,2781043,2061231,,HMDB00613
4544,ethyl alpha-glucopyranoside,Xenobiotics,Food Component/Plant,63152,LC/MS Neg,100015965,1576,207.08741,34625-23-5,428040,378664,,
346,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.03498,601-75-2,11756,11263,,HMDB00622
4377,ferulate,Xenobiotics,Food Component/Plant,35630,LC/MS Neg,100001542,1755,193.05063,537-98-4,445858,393368,C01494,HMDB00954
4378,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,47114,LC/MS Neg,100005389,1200,273.00744,86321-29-1,6305574,4878542,,HMDB29200
76,formiminoglutamate,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880,175.07134,816-90-0,439233,388370,C00439,HMDB00854
1189,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",577,LC/MS Polar,878,2065,179.05611,57-48-7,5984,5764,C00095,HMDB00660
112,fructosyllysine,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784,309.16563,21291-40-7,123708,110281,,
1289,fumarate,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.00368,100-17-8,444972,10197150,C00122,HMDB00134
1215,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.05102,299-28-5,128869,114198,C00880,HMDB00565
3958,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.12888,178167-75-4,133098,117455,,HMDB01931
3969,gamma-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,62280,LC/MS Neg,100020480,2850,343.08571,,,,,
555,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,,65254,58747,,
556,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,17105-15-6,7015685,5378717,,HMDB03869
564,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.14556,,,,,
549,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.10303,1116-22-9,92865,83831,C05282,HMDB11737
550,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.11902,10148-81-9,150914,133013,C05283,HMDB11738
551,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,1948-29-4,165527,145071,,HMDB11667
552,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.11935,37460-15-4,7017195,5380197,,
553,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,,14253342,21403145,,HMDB11170
554,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,2566-39-4,151023,133115,,HMDB11171
557,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.10092,17663-87-5,7009567,5373147,,HMDB29155
558,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.12885,7432-24-8,111299,99868,,HMDB00594
563,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351,235.09247,5875-35-4,,18691889,,
559,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.10812,5652-48-2,76078708,21403107,,HMDB29159
560,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Neg,100001295,1960,332.12519,66471-20-3,3989307,2302065,,HMDB29160
561,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.12377,7432-23-7,94340,85142,,HMDB11741
562,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.12885,2746-34-1,7015683,,,HMDB11172
3972,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.36427,,,,,
3957,gamma-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,14101-61-2,5282349,4445514,C14155,HMDB12958
4212,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.04554,446-72-0,5280961,4444448,C06563,HMDB03217
4213,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.07763,,,,,
4288,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.05102,527-07-1,10690,10240,C00257,HMDB00625
1071,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20488,LC/MS Polar,572,2342,179.05611,50-99-7,5793,71358,C00031,HMDB00122
1247,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.03537,207300-70-7,444791,58552,C00191,HMDB00127
42,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.06044,56-86-0,611,591,C00025,HMDB00148
43,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.07642,56-85-9,5961,5746,C00064,HMDB00641
1480,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.03498,110-94-1,743,3618533,C00489,HMDB00661
489,"glutathione, oxidized (GSSG)",Amino Acid,Glutathione Metabolism,27727,LC/MS Pos Early,448,2667,613.15925,103239-24-3,65359,58835,C00127,HMDB03337
1091,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.01933,600-19-1,752,732,C00258,HMDB00139
2530,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.04007,56-81-5,753,733,C00116,HMDB00131
2531,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.02095,29849-82-9,754,734,C00093,HMDB00126
1972,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Polar,100001620,3075,214.04859,33049-08-0,123874,110410,C01233,HMDB00114
2536,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.04317,,439964,388990,C03274,
1974,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,47155,LC/MS Polar,100001621,3850,333.05922,16824-65-0,167572,,,
1968,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,571409,C00670,HMDB00086
1973,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.05298,,3081457,2339060,,
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.03931,56-40-6,750,730,C00037,HMDB00123
3088,glyco-alpha-muricholate**,Lipid,Primary Bile Acid Metabolism,62065,LC/MS Neg,100020213,4734,464.30176,,,,,
3081,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.30684,16564-43-5,12544,,C05466,HMDB00637
3074,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.30176,475-31-0;863-57-0,10140,9734,C01921,HMDB00138
3143,glycohyodeoxycholate,Lipid,Secondary Bile Acid Metabolism,43501,LC/MS Neg,100003868,5070,448.30684,13042-33-6,114611,102648,,
2753,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),57595,LC/MS Pos Late,100015882,3414,756.6348,,,,,
2757,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),57453,LC/MS Pos Late,100015745,3380,808.66609,,,,,
2732,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,
2733,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),52234,LC/MS Pos Late,100001882,3053,728.6035,,,,,
728,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.12337,869-19-2,92843,83812,C02155,HMDB00759
738,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.10772,1963-21-9,97417,2006926,,HMDB28854
4072,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.00196,,22473,21078,,HMDB60013
454,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Polar,344,2884,116.04655,352-97-6,763,743,C00581,HMDB00128
3948,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.05102,20246-53-1,152304,7969943,C00257,HMDB03290
1385,heneicosapentaenoate (21:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514,315.23295,24257-10-1,11998573,10171040,,
1326,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,111-14-8,8094,7803,C17714,HMDB00666
1495,heptenedioate (C7:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61866,LC/MS Polar,100019981,2816,157.05063,,,,,
1390,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.20165,28290-73-5,,13628094,,HMDB00477
1516,hexadecanedioate (C16-DC),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.20713,505-54-4,10459,10027,C19615,HMDB00672
1517,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.19148,,,,,
1632,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.18564,6920-35-0,6426853,4932273,,HMDB00705
1609,hexanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.09791,24003-67-6,99463,89859,,HMDB00701
4037,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.05096,495-69-2,464,451,C01586,HMDB00714
82,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.08693,51-45-6,774,753,C00388,HMDB00870
66,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,752,C00135,HMDB00177
4406,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.12371,534-30-5,3083620,2340795,,
423,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22137,LC/MS Pos Early,100000961,2882,189.13461,156-86-5,9085,8732,C01924,HMDB00670
424,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.11862,1190-49-4,65072,58582,C02427,HMDB00679
4409,homostachydrine*,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.11756,1195-94-4,441447,390180,C08283,HMDB33433
5112,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.98631,123-31-9,161220,141624,C00530,HMDB02434
109,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism,62959,LC/MS Pos Early,100021123,2759,205.15468,,,,,
41,hydroxyasparagine**,Amino Acid,Alanine and Aspartate Metabolism,62060,LC/MS Pos Early,100020205,1149,149.05568,,97663,88149,C03124,HMDB32332
2779,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,Lipid,Sphingomyelins,62851,LC/MS Pos Late,100021000,2056,719.56978,,,,,
3138,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.28029,547-75-1,92805,21403098,C17649,HMDB00760
3141,hyodeoxycholate,Lipid,Secondary Bile Acid Metabolism,27531,LC/MS Neg,100000777,5097,391.28538,83-49-8,5283820,4446908,C15517,HMDB00733
404,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Polar,358,2763.4,108.01247,300-84-5,107812,96959,C00519,HMDB00965
3728,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Pos Early,171,1295,137.04579,68-94-0,790,768,C00262,HMDB00157
77,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.06077,14403-45-3,440129,389128,C05568,HMDB02320
75,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.06586,1074-59-5,70630,63798,,HMDB02271
274,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,771-50-6,69867,,C19837,HMDB03320
266,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.05605,6505-45-9,802,780,C00954,HMDB00197
277,indoleacetoylcarnitine*,Amino Acid,Tryptophan Metabolism,62279,LC/MS Pos Early,100020479,3114,319.16524,,,,,
276,indoleacetylglycine,Amino Acid,Tryptophan Metabolism,54730,LC/MS Neg,100006730,2610,231.07751,,446640,393944,,
268,indoleacrylate,Amino Acid,Tryptophan Metabolism,22114,LC/MS Neg,100000800,2511,186.05605,1204-06-4,15030923,4524636,,HMDB00734
265,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.06661,832-97-3,92904,83867,C02043,HMDB00671
269,indolepropionate,Amino Acid,Tryptophan Metabolism,32405,LC/MS Pos Early,100001083,3205,190.08626,830-96-6,3744,3613,,HMDB02302
4412,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06004,59-48-3,321710,284794,C12312,
3727,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.07349,58-63-9,6021,21241953,C00294,HMDB00195
362,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.15434,25518-49-4,168379,,,HMDB00736
363,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.06661,15926-18-8,10855600,9030891,,HMDB00730
1450,isocaproate (i6:0),Lipid,"Fatty Acid, Branched",22273,LC/MS Neg,100000806,2570,115.07645,646-07-1,12587,12067,,HMDB00689
1283,isocitrate,Energy,TCA Cycle,12110,LC/MS Pos Early,1206,773,210.0608,20226-99-7,1198,1161,C00311,HMDB00193
328,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.10191,73-32-5,6306,769,C00407,HMDB00172
762,isoleucylglycine,Peptide,Dipeptide,40008,LC/MS Neg,100003169,1992,187.10881,868-28-0,342532,303621,,HMDB28907
303,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,503-74-2,10430,10001,C08262,HMDB00718
305,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",34407,LC/MS Pos Early,100001393,3085,246.16999,31023-24-2,6426851,4932271,,HMDB00688
304,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.08226,16284-60-9,546304,475516,,HMDB00678
4421,jasmonic acid,Xenobiotics,Food Component/Plant,35659,LC/MS Neg,100001643,3530,209.11831,77026-92-7,5281166,4444606,C08491,HMDB32797
243,kynurenate,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.03531,492-27-3,3845,3712,C01717,HMDB00715
239,kynurenine,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739,209.09207,2922-83-0,161166,141580,C00328,HMDB00684
1088,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1468.8,89.02442,79-33-4,612,592,C00186,HMDB00190
1639,laurylcarnitine (C12),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",34534,LC/MS Pos Late,100001392,1235,344.27954,25518-54-1,10427569,8602997,,HMDB02250
288,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.10191,61-90-5,6106,5880,C00123,HMDB00687
2783,lignoceroyl sphingomyelin (d18:1/24:0),Lipid,Sphingomyelins,57330,LC/MS Pos Late,100006298,3437,815.70006,60037-60-7,,24846875,,
1393,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,,5280934,4444437,C06426,HMDB03073
1917,linoleoyl ethanolamide,Lipid,Endocannabinoid,52608,LC/MS Neg,100006726,6150,322.27515,68171-52-8,5283446,4446566,,HMDB12252
2632,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,Lipid,Diacylglycerol,54949,LC/MS Pos Late,100010928,2450,682.54051,,,,,
2633,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*,Lipid,Diacylglycerol,54950,LC/MS Pos Late,100010929,2500,682.54051,,,,,HMDB07266
1666,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.34214,36816-10-1,6450015,4952667,,HMDB06469
1713,linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57463,LC/MS Pos Late,100015760,1388,366.33666,,,,,
3109,lithocholate,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372,375.29047,434-13-9,9903,9519,C03990,HMDB00761
97,lysine,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.11281,56-87-1,5962,5747,C00047,HMDB00182
1291,malate,Energy,TCA Cycle,1303,LC/MS Polar,409,3343.1,133.01425,6915-15-7,525,510,C00149,HMDB00156
1309,malonate,Lipid,Fatty Acid Synthesis,15872,LC/MS Neg,818,612,103.00368,141-82-2;26522-22-85-0,867,844,C00383,HMDB00691
1308,malonylcarnitine,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.11287,853728-01-5,22833583,21403153,,HMDB02095
1194,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.07176,,5780,440,C00794,HMDB00247
4431,mannonate*,Xenobiotics,Food Component/Plant,62864,LC/MS Polar,100003695,2736,195.05102,642-99-9,3246006,2496757,,
1195,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",584,LC/MS Polar,803,2200,179.05611,3458-28-4,18950,141983,C00159,HMDB00169
1341,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,,HMDB02259
370,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526,150.05833,63-68-3,6137,5907,C00073,HMDB00696
374,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.04816,820-10-0,69961,63154,,
375,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.05325,3226-65-1,158980,139840,C02989,HMDB02005
4545,methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,46144,LC/MS Neg,100005864,1070,193.0718,,,,,
1595,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.01933,516-05-2,487,473,C02170,HMDB00202
3880,methylphosphate,Nucleotide,Purine and Pyrimidine Metabolism,37070,LC/MS Pos Early,100001805,544,112.99983,7023-27-0,13130,12578,,HMDB61711
347,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15745,LC/MS Polar,2051,2800,131.03498,498-21-5,10349,9922,,HMDB01844
2853,mevalonate,Lipid,Mevalonate Metabolism,39583,LC/MS Polar,30,1462,147.06628,96949-03-0,439230,388367,C02104,HMDB00227
2854,mevalonolactone,Lipid,Mevalonate Metabolism,48118,LC/MS Pos Early,100000772,1375,131.07027,674-26-0,10428,9999,,HMDB06024
1935,myo-inositol,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.06159,87-89-8,892,10239179,C00137,HMDB00211
