PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.serum_mixture.oplsda.
5424,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.04046,NA,NA,NA,NA,NA,0.127225612,0.253974386,0.735372973,-2.71970833,1.085729391
469,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.16518,124-20-9,1102,1071,C00315,HMDB01257,0.130534649,0.256638423,0.782990305,-2.554310044,1.081919851
2554,1-docosahexaenoylglycerol (22:6),Lipid,Monoacylglycerol,35153,LC/MS Neg,100001481,6150,309.22236,NA,NA,10477810,NA,HMDB11587,0.12051917,0.247285344,1.593731288,1.593731288,1.071290008
3085,tauro-alpha-muricholate,Lipid,Primary Bile Acid Metabolism,42605,LC/MS Neg,100004064,4745,514.28439,NA,NA,NA,NA,NA,0.149343199,0.284831499,0.361090586,-5.538776351,1.070062396
1965,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.07332,72556-74-2,1014,119298,C00588,HMDB01565,0.133901317,0.258643261,1.210322007,1.210322007,1.069055659
1691,3-hydroxyhexanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62557,LC/MS Pos Early,100020825,2918,276.18055,NA,NA,NA,NA,NA,0.152386493,0.288508894,0.804745798,-2.485256842,1.06716521
1288,succinate,Energy,TCA Cycle,1437,LC/MS Polar,252,3149,117.01933,110-15-6,1110,1078,C00042,HMDB00254,0.142310299,0.273777606,0.885753793,-2.257963799,1.060814882
1635,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950,288.21694,3671-77-0,123701,110274,C02838,HMDB00791,0.156895666,0.291266875,0.847333728,-2.360345083,1.054616182
304,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.08226,16284-60-9,546304,475516,NA,HMDB00678,0.156123266,0.291266875,1.222141004,1.222141004,1.054513348
3138,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.28029,547-75-1,92805,21403098,C17649,HMDB00760,0.157743577,0.291705926,2.155984002,2.155984002,1.053700903
2291,1-stearoyl-GPA (18:0),Lipid,Lysophospholipid,36810,LC/MS Neg,100001670,5829,437.26736,325465-92-7;799268-65-8,89567,80837,NA,NA,0.127147264,0.253974386,0.750220882,-2.665881539,1.046975203
1039,4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,43525,LC/MS Neg,100004418,1622,208.06153,28116-23-6,440732,389604,C05596,NA,0.131808815,0.256638423,0.668124045,-2.993456104,1.034253521
4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.05496,107-97-1,1088,1057,C00213,HMDB00271,0.149847142,0.284831499,0.803956275,-2.487697479,1.033874323
388,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos Early,310,2270,223.07471,535-34-2,439258,811,C02291,HMDB00099,0.156362327,0.291266875,1.122736679,1.122736679,1.029445643
1502,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.11323,111-20-6,5192,5004,C08277,HMDB00792,0.163445693,0.296504306,0.775240017,-2.579846185,1.027144327
479,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.09684,2457-80-9,439176,388321,C00170,HMDB01173,0.131524255,0.256638423,0.877745813,-2.278563987,1.025571096
1326,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,111-14-8,8094,7803,C17714,HMDB00666,0.155347947,0.291266875,0.726809934,-2.751751052,1.024274795
97,lysine,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.11281,56-87-1,5962,5747,C00047,HMDB00182,0.161231164,0.294728243,1.096872309,1.096872309,1.018585493
4409,homostachydrine*,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.11756,1195-94-4,441447,390180,C08283,HMDB33433,0.132325491,0.256638423,0.848492017,-2.357122944,1.011797238
4361,dihydroferulic acid sulfate,Xenobiotics,Food Component/Plant,62857,LC/MS Neg,100020272,1310,275.02309,NA,187489,162994,NA,HMDB41724,0.148410932,0.284367407,1.836602151,1.836602151,1.010413861
2023,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,Phosphatidylcholine (PC),52454,LC/MS Pos Late,100008985,2199,784.58509,NA,NA,NA,NA,NA,0.173185714,0.307165939,0.872295492,-2.292801028,1.00967116
3964,alpha-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,48188,LC/MS Neg,100002206,4045,277.14453,4072-32-6,9943542,8119154,NA,HMDB01518,0.162634727,0.296159227,0.883163765,-2.264585663,1.007533222
4370,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.09578,58511-63-0,3032311,2297320,C05570,HMDB03045,0.176221404,0.307970616,0.905102195,-2.209695226,1.003577001
1450,isocaproate (i6:0),Lipid,"Fatty Acid, Branched",22273,LC/MS Neg,100000806,2570,115.07645,646-07-1,12587,12067,NA,HMDB00689,0.16642099,0.30075818,0.81832004,-2.444031554,0.998089654
1716,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53263,LC/MS Pos Late,100009333,1378,414.33666,NA,NA,NA,NA,NA,0.169619753,0.305382274,1.335670222,1.335670222,0.992600984
3074,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.30176,475-31-0;863-57-0,10140,9734,C01921,HMDB00138,0.171449258,0.307165939,0.618206801,-3.235163375,0.986960392
3109,lithocholate,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372,375.29047,434-13-9,9903,9519,C03990,HMDB00761,0.172789535,0.307165939,0.199520014,-10.02405701,0.985443138
1281,aconitate [cis or trans],Energy,TCA Cycle,46173,LC/MS Neg,100001359,580,173.00916,NA,NA,NA,NA,NA,0.155936311,0.291266875,0.893217638,-2.239095956,0.985331871
1640,myristoylcarnitine (C14),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",33952,LC/MS Pos Late,100001270,1350,372.31084,18822-89-4,6426854,4932274,NA,HMDB05066,0.176872503,0.307980366,0.815690583,-2.451910125,0.9766787
116,2-oxoadipate,Amino Acid,Lysine Metabolism,38347,LC/MS Polar,92,2635,159.0299,3184-35-8,71,70,C00322,HMDB00225,0.195311911,0.317038437,1.178915663,1.178915663,0.976548605
56,carboxyethyl-GABA,Amino Acid,Glutamate Metabolism,40007,LC/MS Pos Early,100003260,2085,176.09174,908055,2572,2474,NA,HMDB02201,0.175855494,0.307970616,1.332022745,1.332022745,0.970546804
1669,arachidonoylcarnitine (C20:4),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57518,LC/MS Pos Late,100015837,1353,448.34215,NA,NA,NA,NA,NA,0.192948586,0.317038437,0.857135356,-2.333353753,0.968416309
106,N6-methyllysine,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.12846,1188-07-4,164795,144469,C02728,HMDB02038,0.185301418,0.312302042,0.93914348,-2.129600049,0.966701941
1717,arachidonoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53261,LC/MS Pos Late,100009332,1390,390.33666,NA,NA,NA,NA,NA,0.188039835,0.312594431,1.289442866,1.289442866,0.965602547
1628,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.12304,5080-50-2,1,5406074,C02571,HMDB00201,0.159738342,0.29312246,0.829600449,-2.41079908,0.963076288
1034,phenylacetylglutamate,Peptide,Acetylated Peptides,52925,LC/MS Neg,100009045,1570,264.08774,NA,11579826,9754592,NA,HMDB59772,0.184991009,0.312302042,0.673202269,-2.97087531,0.958056676
1741,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13396,5561-87-5,26612,24790,NA,HMDB02203,0.196029152,0.317038437,0.87367131,-2.289190428,0.952758386
36,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Polar,100000787,3143,174.04079,997-55-7;997-55-7,65065,58576,C01042,HMDB00812,0.184841188,0.312302042,0.876944355,-2.280646415,0.950680807
362,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.15434,25518-49-4,168379,NA,NA,HMDB00736,0.175264426,0.307970616,0.838734058,-2.384546067,0.949164429
1035,phenylacetylglutamine,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330,263.10373,28047-15-6,92258,270643,C04148,HMDB06344,0.186083805,0.312302042,0.730039133,-2.739579166,0.948346578
5340,3-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63227,LC/MS Neg,100020975,1849,188.0023,NA,NA,NA,NA,NA,0.212177772,0.327469371,1.341182213,1.341182213,0.948254082
167,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.05063,6482-98-0,9378,9010,C03672,HMDB00755,0.210706126,0.327469371,0.932694575,-2.144324683,0.947316885
3880,methylphosphate,Nucleotide,Purine and Pyrimidine Metabolism,37070,LC/MS Pos Early,100001805,544,112.99983,7023-27-0,13130,12578,NA,HMDB61711,0.205430573,0.324542372,0.80628539,-2.480511273,0.942771019
2086,"1,2-dilinoleoyl-GPC (18:2/18:2)",Lipid,Phosphatidylcholine (PC),52603,LC/MS Pos Late,100008903,2006,782.56944,998-06-1,5288075,4450312,NA,HMDB08138,0.172943213,0.307165939,0.75813136,-2.638065256,0.938833469
2266,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),52449,LC/MS Polar,100000616,870,885.54948,383907-33-3,NA,21403055,NA,HMDB09815,0.191106535,0.316589367,0.880055343,-2.272584351,0.93687082
268,indoleacrylate,Amino Acid,Tryptophan Metabolism,22114,LC/MS Neg,100000800,2511,186.05605,1204-06-4,15030923,4524636,NA,HMDB00734,0.186554793,0.312302042,0.842444091,-2.374044784,0.936653676
413,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825,175.11896,1119-34-2,232,227,C00062,HMDB00517,0.237089267,0.342739084,1.030223337,1.030223337,0.935950428
1306,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.98418,7664-38-2,1061,1032,C00009,HMDB01429,0.183549673,0.312302042,1.193805096,1.193805096,0.935601939
1589,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860,232.15434,25576-40-3,439829,184820,C02862,HMDB02013,0.195577681,0.317038437,0.770205365,-2.596710035,0.934730063
3808,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.02548,155-54-4,648,628,C00337,HMDB03349,0.225093071,0.33560268,1.173579527,1.173579527,0.929220847
1795,"3,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62952,LC/MS Polar,100001730,2204,119.03498,51267-44-8,NA,NA,NA,NA,0.182079118,0.312302042,0.876362447,-2.282160774,0.924240539
139,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.04007,156-06-9,997,972,C00166,HMDB00205,0.179112079,0.309620042,0.914686695,-2.186541044,0.923871723
4051,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,238,C00180,HMDB01870,0.184584048,0.312302042,0.865569467,-2.310617549,0.922929411
5342,6-acetylglucose,Xenobiotics,Chemical,63272,LC/MS Polar,100021273,1328,267.07215,7286-45-5,NA,18560223,NA,NA,0.187256064,0.312379935,0.732924814,-2.728792863,0.918158144
2536,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.04317,NA,439964,388990,C03274,NA,0.193793405,0.317038437,0.839988743,-2.38098429,0.91653919
1367,eicosenoate (20:1),Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,NA,5282768,4445895,C16526,HMDB02231,0.21719578,0.331070373,0.804159757,-2.487068002,0.909173934
4076,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,46146,LC/MS Neg,100004111,2665,203.00196,NA,NA,NA,NA,NA,0.194795373,0.317038437,1.281688555,1.281688555,0.908497574
182,vanillactate,Amino Acid,Tyrosine Metabolism,54910,LC/MS Neg,100006129,1625,211.06119,2475-56-1,160637,141152,NA,HMDB00913,0.182021835,0.312302042,0.879255529,-2.274651604,0.907584847
561,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.12377,7432-23-7,94340,85142,NA,HMDB11741,0.22067746,0.333184023,0.866678117,-2.307661819,0.904556222
1507,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.14453,693-23-2,12736,12213,C02678,HMDB00623,0.214147006,0.327469371,0.777103337,-2.573660291,0.903744074
456,creatinine,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.06619,60-27-5,588,568,C00791,HMDB00562,0.158398648,0.291786354,0.941522622,-2.124218742,0.901321108
4253,"2,3-dihydroxyisovalerate",Xenobiotics,Food Component/Plant,38276,LC/MS Polar,100002417,1050,133.05063,1756-18-9,677,657,C04039,HMDB12141,0.208099446,0.327469371,0.855771256,-2.33707312,0.901187435
3753,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.06178,73-24-5,190,185,C00147,HMDB00034,0.198624285,0.319363501,0.843783936,-2.370275036,0.900033987
153,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,62564,LC/MS Neg,100020421,1846,252.08774,NA,NA,NA,NA,NA,0.210700841,0.327469371,1.212719228,1.212719228,0.899863052
1109,ribose,Carbohydrate,Pentose Metabolism,1471,LC/MS Polar,914,1508.2,195.05103,50-69-1,5779,4470639,C00121,HMDB00283,0.213591507,0.327469371,0.823158593,-2.429665457,0.89652819
1629,valerylcarnitine (C5),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",34406,LC/MS Pos Early,100001394,3112,246.16999,40225-14-7,6426903,4932322,NA,HMDB13128,0.198805528,0.319363501,0.669098712,-2.989095574,0.896515243
551,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,1948-29-4,165527,145071,NA,HMDB11667,0.213348073,0.327469371,0.860004418,-2.325569449,0.891974342
2297,1-arachidonoyl-GPA (20:4),Lipid,Lysophospholipid,46325,LC/MS Neg,100004442,5499,457.23606,799268-65-8,NA,NA,NA,NA,0.219533873,0.332509653,0.826613266,-2.419511134,0.891664132
3082,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.28948,6009-98-9,387316,343282,C05465,HMDB00951,0.229433802,0.33994981,0.302359085,-6.614651578,0.890938351
1530,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",63357,LC/MS Neg,100020378,1324,217.10814,103963-71-9,128458,113866,NA,HMDB00424,0.204931908,0.324542372,0.771873145,-2.591099345,0.888229353
1729,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",35675,LC/MS Neg,100001579,5511.2,271.22786,764-67-0,92836,83805,NA,HMDB31057,0.222251221,0.334501574,0.894466414,-2.235969924,0.886833023
1997,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phosphatidylcholine (PC),53195,LC/MS Pos Late,100009139,1914,754.53813,NA,NA,24766559,NA,HMDB07883,0.218176821,0.331506641,1.159739002,1.159739002,0.885434219
375,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.05325,3226-65-1,158980,139840,C02989,HMDB02005,0.178962767,0.309620042,0.90898955,-2.200245317,0.883197557
2757,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),57453,LC/MS Pos Late,100015745,3380,808.66609,NA,NA,NA,NA,NA,0.272776358,0.361507655,1.260570486,1.260570486,0.882591997
3141,hyodeoxycholate,Lipid,Secondary Bile Acid Metabolism,27531,LC/MS Neg,100000777,5097,391.28538,83-49-8,5283820,4446908,C15517,HMDB00733,0.214123024,0.327469371,1.889764234,1.889764234,0.87831365
4035,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.04588,82-82-6,6723,6467,C00847,HMDB00017,0.224641029,0.33560268,0.728377892,-2.745827437,0.878053474
2336,1-arachidonoyl-GPC (20:4n6)*,Lipid,Lysophospholipid,33228,LC/MS Pos Late,100001551,1460,544.33977,NA,NA,21403155,C05208,HMDB10395,0.256660055,0.351878159,1.071600382,1.071600382,0.875491664
2779,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,Lipid,Sphingomyelins,62851,LC/MS Pos Late,100021000,2056,719.56978,NA,NA,NA,NA,NA,0.210248844,0.327469371,0.873893827,-2.288607538,0.874850286
4378,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,47114,LC/MS Neg,100005389,1200,273.00744,86321-29-1,6305574,4878542,NA,HMDB29200,0.234685598,0.34195694,1.378254038,1.378254038,0.874738268
3111,12-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,63118,LC/MS Neg,100020859,5130,389.26973,5130-29-0,3080612,2338365,NA,HMDB00328,0.234138799,0.34195694,0.607583816,-3.291726912,0.870829494
3919,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,701-44-0,69698,62899,C05842,HMDB04193,0.241294475,0.345713563,1.335840598,1.335840598,0.86698419
3728,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Pos Early,171,1295,137.04579,68-94-0,790,768,C00262,HMDB00157,0.252235625,0.350377801,1.80610444,1.80610444,0.866020353
2786,sphingomyelin (d18:2/24:2)*,Lipid,Sphingomyelins,57479,LC/MS Pos Late,100015789,2215,809.65308,NA,NA,NA,NA,NA,0.245311742,0.348331164,1.141366442,1.141366442,0.865272358
2499,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen,52748,LC/MS Pos Late,100009225,2633,728.55887,NA,NA,24769261,NA,HMDB11376,0.204364315,0.324542372,0.857232311,-2.333089847,0.864629888
2009,"1,2-dipalmitoyl-GPC (16:0/16:0)",Lipid,Phosphatidylcholine (PC),19130,LC/MS Pos Late,100000657,2365,734.56944,63-89-8,452110,398235,NA,HMDB00564,0.201308931,0.321221886,0.946620955,-2.112778076,0.861468416
1898,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Neg,1489,6300,298.27515,544-31-0,4671,4509,C16512,HMDB02100,0.238500033,0.342739084,0.910263168,-2.197166786,0.859792075
1259,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Polar,1162,3072.6,308.0987,131-48-6,439197,10292217,C00270,HMDB00230,0.2429198,0.347000197,0.887704308,-2.253002473,0.859075697
128,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186,160.13321,NA,NA,34236878,NA,NA,0.262823644,0.356233732,1.139297131,1.139297131,0.856176874
3876,thymine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",604,LC/MS Neg,882,1654,125.03565,65-71-4,1135,1103,C00178,HMDB00262,0.23508883,0.34195694,0.796076619,-2.512320991,0.85581311
2010,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phosphatidylcholine (PC),52470,LC/MS Pos Late,100008984,2160,732.55378,NA,NA,NA,NA,HMDB07969,0.248199285,0.350377801,0.861254503,-2.322193955,0.853834048
2320,1-linolenoyl-GPC (18:3)*,Lipid,Lysophospholipid,45951,LC/MS Pos Late,100005350,1410,518.32412,NA,NA,NA,NA,HMDB10388,0.212565267,0.327469371,0.882156888,-2.267170417,0.853244927
43,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.07642,56-85-9,5961,5746,C00064,HMDB00641,0.236859313,0.342739084,0.958417532,-2.08677318,0.852972123
393,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.03759,6853-87-8,82142,74136,NA,HMDB29432,0.238345129,0.342739084,1.214020556,1.214020556,0.851978202
4041,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,18281,LC/MS Neg,1869,2184,194.04588,487-54-7,10253,9835,C07588,HMDB00840,0.233514675,0.34195694,1.194621092,1.194621092,0.851635144
4252,2-hydroxyquinoline,Xenobiotics,Food Component/Plant,40464,LC/MS Pos Early,100002385,2680,146.06004,59-31-4,6038,5816,C06415,NA,0.250782337,0.350377801,0.820124159,-2.438655145,0.848111897
3821,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.06226,58-96-8,6029,5807,C00299,HMDB00296,0.228029035,0.33892093,1.069118021,1.069118021,0.84471421
229,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.09316,1218-34-4,700653,610602,C03137,HMDB13713,0.193988861,0.317038437,0.886156498,-2.256937689,0.842418605
1247,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.03537,207300-70-7,444791,58552,C00191,HMDB00127,0.200494059,0.320995183,0.918723063,-2.176934574,0.84001165
2087,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,Lipid,Phosphatidylcholine (PC),53176,LC/MS Pos Late,100009343,1939,780.55378,NA,NA,24766802,NA,HMDB08141,0.223056991,0.334658601,0.746386263,-2.679577718,0.836569862
483,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.08117,3025-96-5,18189,17180,C02946,HMDB03681,0.249118442,0.350377801,0.860154634,-2.325163314,0.828934045
3960,alpha-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,39346,LC/MS Neg,100003101,2616,453.17662,477200-36-5,NA,NA,NA,NA,0.265454064,0.356758475,0.816538058,-2.449365318,0.827908814
4705,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.10191,41447-17-0,11286529,9461516,NA,NA,0.26415031,0.356408394,0.890712735,-2.245392844,0.826965112
2732,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,NA,NA,NA,NA,NA,0.264446555,0.356408394,1.123808556,1.123808556,0.82271126
66,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,752,C00135,HMDB00177,0.282584668,0.363669995,1.082121164,1.082121164,0.820752481
2255,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),Lipid,Phosphatidylinositol (PI),52468,LC/MS Polar,100008994,910,861.54985,NA,NA,24767694,NA,HMDB09809,0.250947131,0.350377801,0.88378081,-2.263004557,0.818221838
1323,butyrate (4:0),Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1062,87.04515,109-92-6,264,259,C00246,HMDB00039,0.254831309,0.350377801,0.41263415,-4.846908572,0.818167866
1389,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.26425,68378-49-4,11792612,9967286,NA,HMDB02007,0.252822121,0.350377801,1.184764839,1.184764839,0.816903887
2150,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),52446,LC/MS Pos Late,100008976,2522,744.55378,NA,9546749,7825699,NA,HMDB08994,0.233022952,0.34195694,0.857016525,-2.333677288,0.814338443
45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,15720,LC/MS Pos Early,100000282,1050,190.071,1430871,70914,1266066,C00624,HMDB01138,0.253284106,0.350377801,0.921001108,-2.171550049,0.813399855
258,serotonin,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.10224,153-98-0,5202,5013,C00780,HMDB00259,0.232013262,0.34195694,1.096576194,1.096576194,0.812476908
1354,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,393216,C08362,HMDB03229,0.281521391,0.363669995,0.807321757,-2.477327017,0.812095844
335,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.05572,1460-34-0;51829-07-3,47,46,C00671,HMDB03736,0.296211295,0.367074451,0.913429257,-2.189551063,0.810793755
422,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.10297,372-75-8,9750,810,C00327,HMDB00904,0.259835144,0.354195565,0.950655648,-2.103811201,0.809595629
2404,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,34437,LC/MS Neg,100001462,5816,511.30414,NA,NA,21403138,NA,NA,0.330269971,0.384500574,1.328720121,1.328720121,0.808064202
4130,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,501-52-0,107,10181339,C05629,HMDB00764,0.25889304,0.353922539,0.649168062,-3.080866294,0.806715981
3944,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.02989,70753-61-6,151152,133224,C01620,HMDB00943,0.268950694,0.358428813,0.931110858,-2.147971944,0.800541209
1690,(S)-3-hydroxybutyrylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",52984,LC/MS Pos Early,100009271,2340,248.14925,NA,NA,NA,NA,HMDB13127,0.253657204,0.350377801,0.820450743,-2.437684427,0.800210986
2414,1-oleoyl-GPI (18:1),Lipid,Lysophospholipid,36602,LC/MS Neg,100001777,5599,597.30453,NA,NA,NA,NA,NA,0.278562394,0.363669995,0.827997178,-2.41546717,0.799392632
111,5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,43582,LC/MS Pos Early,100002462,2755,325.16055,32448-36-5,NA,NA,NA,NA,0.29733536,0.367512849,0.909812141,-2.198256002,0.79791382
2854,mevalonolactone,Lipid,Mevalonate Metabolism,48118,LC/MS Pos Early,100000772,1375,131.07027,674-26-0,10428,9999,NA,HMDB06024,0.244987977,0.348331164,0.759264602,-2.634127806,0.796468076
429,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245,217.12952,155-84-0,67427,60752,C02562,HMDB04620,0.320707536,0.381573377,1.08494112,1.08494112,0.795942482
